"PAIS","ANIO_DESEMBOLSO","SECTOR_INSTITUCIONAL","DESCRIPCION_PROYECTO","MONTO_BRUTO_USD"
Guatemala,"1999",Sector Público,Financiar las Obras del tramo tres y Obras Complementarias en los tramos uno B y C y tramo dos de la Vía de Interconexión entre las Rutas CA1 y CA9 (Anillo Periférico),"1666282.62"
Guatemala,"1999",Sector Público,Programa  Ampliación del Servicio Telefónico,"26522804.63"
Guatemala,"1999",Sector Público,Programa de Desarrollo Integral en Áreas con Potencial de Riego y Drenaje,"5000000.00"
Guatemala,"1999",Sector Público,Programa de Inversión en Infraestructura Maquinaria y Equipo para la Universidad de San Carlos de la República de Guatemala,"4554803.17"
Guatemala,"1999",Sector Público,Programa de Rehabilitación de Chimaltenango Y Sololá,"5023311.96"
Guatemala,"1999",Sector Público,Programa de Rehabilitación de Vías Primarias,"5838430.17"
Guatemala,"1999",Sector Público,Programa de Saneamiento Básico Rural I,"199716.21"
Guatemala,"1999",Sector Público,Programa de Saneamiento Básico Rural II,"199716.21"
Guatemala,"1999",Sector Público,Programa en Apoyo al Sector Productivo,"1493142.21"
Guatemala,"1999",Sector Público,Proyecto  Desarrollo Integral de Comunidades Rurales Segunda Etapa,"4790530.64"
Guatemala,"1999",Sector Público,Proyecto  Señalización y Seguridad Vial,"6921596.76"
Guatemala,"1999",Sector Público,Proyecto Construcción de la Carretera Ca11 Tramo Vado Hondo el Florido Frontera con Honduras,"5838328.21"
Guatemala,"1999",Sector Público,Proyecto Construcción y Pavimentación de 21 Km. de la Carretera CA-13 Tramo entre Ríos-Suyapa Frontera con Honduras,"3277501.82"
Guatemala,"1999",Sector Público,Proyecto Desarrollo Rural de Comunidades Chortí,"198219.31"
Guatemala,"1999",Sector Público,Proyecto Desarrollo Rural Sostenible en Zonas de Fragilidad Ecológica en la Región del Trifinio,"2837153.05"
Guatemala,"1999",Sector Público,Proyecto Mejoramiento y Pavimentación de la Ruta CA 13 Tramo  San Luis - Poptún - Flores,"17496371.58"
Guatemala,"2000",Sector Público,Financiar las Obras del tramo tres y Obras Complementarias en los tramos uno B y C y tramo dos de la Vía de Interconexión entre las Rutas CA1 y CA9 (Anillo Periférico),"1191569.48"
Guatemala,"2000",Sector Público,Programa  Ampliación del Servicio Telefónico,"518271.25"
Guatemala,"2000",Sector Público,Programa de Infraestructura Productiva para el Desarrollo Sostenible de la Zona Fronteriza Guatemala México,"12091280.80"
Guatemala,"2000",Sector Público,Programa de Inversión en Infraestructura Maquinaria y Equipo para la Universidad de San Carlos de la República de Guatemala,"4043805.26"
Guatemala,"2000",Sector Público,Programa de Rehabilitación de Chimaltenango y Sololá,"1102579.25"
Guatemala,"2000",Sector Público,Programa de Rehabilitación de Vías Primarias,"8699863.61"
Guatemala,"2000",Sector Público,Programa de Saneamiento Básico Rural I,"73131.87"
Guatemala,"2000",Sector Público,Programa de Saneamiento Básico Rural II,"112143.90"
Guatemala,"2000",Sector Público,Programa en Apoyo al Sector Productivo,"460789.29"
Guatemala,"2000",Sector Público,Proyecto  Desarrollo Integral de Comunidades Rurales Segunda Etapa,"3207033.65"
Guatemala,"2000",Sector Público,Proyecto  Señalización y Seguridad Vial,"641968.12"
Guatemala,"2000",Sector Público,Proyecto Construcción de la Carretera Ca11 Tramo Vado Hondo el Florido Frontera con Honduras,"4265322.89"
Guatemala,"2000",Sector Público,Proyecto Construcción y Pavimentación de 21 Km. de la Carretera CA-13 Tramo entre Ríos-Suyapa Frontera con Honduras,"1254321.03"
Guatemala,"2000",Sector Público,Proyecto de Suministro e Instalación de Ocho (8) Puentes de Abordaje Móviles para el Aeropuerto la Aurora,"3262657.49"
Guatemala,"2000",Sector Público,Proyecto Desarrollo Rural de Comunidades Chortí,"262244.13"
Guatemala,"2000",Sector Público,Proyecto Desarrollo Rural Sostenible en Zonas de Fragilidad Ecológica en la Región del Trifinio,"1013286.63"
Guatemala,"2000",Sector Público,Proyecto Mejoramiento y Pavimentación de la Ruta CA 13 Tramo  San Luis - Poptún - Flores,"9466338.01"
Guatemala,"2001",Sector Público,Programa  Ampliación del Servicio Telefónico,"3605476.78"
Guatemala,"2001",Sector Público,Programa de Desarrollo Integral en Áreas con Potencial de Riego y Drenaje,"5763338.41"
Guatemala,"2001",Sector Público,Programa de Infraestructura Productiva para el Desarrollo Sostenible de la Zona Fronteriza Guatemala México,"19048443.66"
Guatemala,"2001",Sector Público,Programa de Rehabilitación de Chimaltenango y Sololá,"760936.82"
Guatemala,"2001",Sector Público,Programa de Rehabilitación de Vías Primarias,"1021909.77"
Guatemala,"2001",Sector Público,Programa de Saneamiento Básico Rural I,"269703.13"
Guatemala,"2001",Sector Público,Programa de Saneamiento Básico Rural II,"225458.31"
Guatemala,"2001",Sector Público,Programa en Apoyo al Sector Productivo,"1591375.79"
Guatemala,"2001",Sector Público,Proyecto  Desarrollo Integral de Comunidades Rurales Segunda Etapa,"2583825.87"
Guatemala,"2001",Sector Público,Proyecto Construcción de la Carretera Ca11 Tramo Vado Hondo el Florido Frontera con Honduras,"2698360.28"
Guatemala,"2001",Sector Público,Proyecto Construcción y Pavimentación de 21 Km. de la Carretera CA-13 Tramo entre Ríos-Suyapa Frontera con Honduras,"13585.98"
Guatemala,"2001",Sector Público,Proyecto Desarrollo Rural de Comunidades Chortí,"122616.81"
Guatemala,"2001",Sector Público,Proyecto Desarrollo Rural Sostenible en Zonas de Fragilidad Ecológica en la Región del Trifinio,"1413332.78"
Guatemala,"2001",Sector Público,Proyecto Mejoramiento y Pavimentación de la Ruta CA 13 Tramo  San Luis - Poptún - Flores,"495556.28"
Guatemala,"2001",Sector Público,Proyecto Palín II,"2835964.66"
Guatemala,"2002",Sector Público,Programa de Desarrollo Integral en Áreas con Potencial de Riego y Drenaje,"5790547.79"
Guatemala,"2002",Sector Público,Programa de Infraestructura Productiva para el Desarrollo Sostenible de la Zona Fronteriza Guatemala México,"10127717.62"
Guatemala,"2002",Sector Público,Programa de Rehabilitación de Chimaltenango y Sololá,"371066.15"
Guatemala,"2002",Sector Público,Programa de Rehabilitación de Vías Primarias,"14160020.24"
Guatemala,"2002",Sector Público,Programa de Saneamiento Básico Rural I,"418393.97"
Guatemala,"2002",Sector Público,Programa de Saneamiento Básico Rural II,"419971.18"
Guatemala,"2002",Sector Público,Programa en Apoyo al Sector Productivo,"4543080.30"
Guatemala,"2002",Sector Público,Proyecto  Desarrollo Integral de Comunidades Rurales Segunda Etapa,"794223.03"
Guatemala,"2002",Sector Público,Proyecto Desarrollo Rural de Comunidades Chortí,"146525.93"
Guatemala,"2002",Sector Público,Proyecto Desarrollo Rural Sostenible en Zonas de Fragilidad Ecológica en la Región del Trifinio,"2862243.28"
Guatemala,"2002",Sector Público,Proyecto Palín II,"1886501.99"
Guatemala,"2002",Sector Público,Proyecto Suministro de Radar Primario y Secundario Monopul,"12450000.00"
Guatemala,"2003",Sector Público,Programa de Desarrollo Integral en áreas con Potencial de Riego y Drenaje,"13532297.19"
Guatemala,"2003",Sector Público,Programa de Fondo de Inversión Social,"2000000.00"
Guatemala,"2003",Sector Público,Programa de Infraestructura Productiva para el Desarrollo Sostenible de la Zona Fronteriza Guatemala México,"1504406.40"
Guatemala,"2003",Sector Público,Programa de Rehabilitación de Vías Primarias,"26342647.62"
Guatemala,"2003",Sector Público,Programa en Apoyo al Sector Productivo,"740159.07"
Guatemala,"2003",Sector Público,Proyecto de Apoyo al Programa de Vivienda,"12301194.26"
Guatemala,"2003",Sector Público,Proyecto Desarrollo Rural de Comunidades Chortí,"264846.19"
Guatemala,"2003",Sector Público,Proyecto Desarrollo Rural Sostenible en Zonas de Fragilidad Ecológica en la Región del Trifinio,"2999332.13"
Guatemala,"2003",Sector Público,Proyecto Palín II,"443989.71"
Guatemala,"2004",Sector Público,Programa Carreteras Turísticas y de la Oportunidad,"6680000.00"
Guatemala,"2004",Sector Público,Programa de Fondo de Inversión Social,"10500000.00"
Guatemala,"2004",Sector Público,Programa de Infraestructura Productiva para el Desarrollo Sostenible de la Zona Fronteriza Guatemala México,"7879992.49"
Guatemala,"2004",Sector Público,Programa de Rehabilitación de Vías Primarias,"26463952.53"
Guatemala,"2004",Sector Público,Programa en Apoyo al Sector Productivo,"1171453.34"
Guatemala,"2004",Sector Público,Proyecto Construcción de la Carretera Ca11 Tramo Vado Hondo el Florido Frontera con Honduras,"5810236.44"
Guatemala,"2004",Sector Público,Proyecto Construcción y Pavimentación de 21 Km. de la Carretera CA-13 Tramo entre Ríos-Suyapa Frontera con Honduras,"2095772.38"
Guatemala,"2004",Sector Público,Proyecto de Apoyo al Programa de Vivienda,"5685105.78"
Guatemala,"2004",Sector Público,Proyecto de Desarrollo Integral de las Comunidades Rurales (Dicor III),"1284473.67"
Guatemala,"2004",Sector Público,Proyecto Desarrollo Rural de Comunidades Chortí,"5568.34"
Guatemala,"2004",Sector Público,Proyecto Desarrollo Rural Sostenible en Zonas de Fragilidad Ecológica en la Región del Trifinio,"1766571.31"
Guatemala,"2004",Sector Público,Proyecto Palín II,"810901.98"
Guatemala,"2005",Sector Público,Programa Carreteras Turísticas y de la Oportunidad,"7330481.31"
Guatemala,"2005",Sector Público,Programa de desarrollo integral en áreas con potencial de riego y drenaje,"2834011.30"
Guatemala,"2005",Sector Público,Programa de Fondo de Inversión Social,"19099173.41"
Guatemala,"2005",Sector Público,Programa de Inversión en Infraestructura Maquinaria y Equipo para la Universidad de San Carlos de Guatemala Il Etapa,"4612764.97"
Guatemala,"2005",Sector Público,Programa de Rehabilitación de Vías Primarias,"10016782.68"
Guatemala,"2005",Sector Público,Proyecto Construcción de la Carretera Ca11 Tramo Vado Hondo el Florido Frontera con Honduras,"8010421.88"
Guatemala,"2005",Sector Público,Proyecto Construcción y Pavimentación de 21 Km. de la Carretera CA-13 Tramo entre Ríos-Suyapa Frontera con Honduras,"779528.12"
Guatemala,"2005",Sector Público,Proyecto de Apoyo al Programa de Vivienda,"2600000.00"
Guatemala,"2005",Sector Público,Proyecto de Desarrollo Integral de las Comunidades Rurales (Dicor Iii),"6247047.84"
Guatemala,"2006",Sector Público,Programa Carreteras Turísticas y de la Oportunidad,"4789486.08"
Guatemala,"2006",Sector Público,Programa de desarrollo integral en áreas con potencial de riego y drenaje,"2499684.25"
Guatemala,"2006",Sector Público,Programa de Electrificación Rural (PER),"1813135.96"
Guatemala,"2006",Sector Público,Programa de Fondo de Inversión Social,"4725070.85"
Guatemala,"2006",Sector Público,Programa de Infraestructura Productiva para el Desarrollo Sostenible de la Zona Fronteriza Guatemala México,"2581346.93"
Guatemala,"2006",Sector Público,Programa de Inversión en Infraestructura Maquinaria y Equipo para la Universidad de San Carlos de Guatemala Il Etapa,"1981416.95"
Guatemala,"2006",Sector Público,Programa de Rehabilitación de Vías Primarias,"2109184.58"
Guatemala,"2006",Sector Público,Programa Multisectorial de Fortalecimiento de la Inversión,"200000000.00"
Guatemala,"2006",Sector Público,Proyecto de Apoyo al Programa de Vivienda,"1500000.00"
Guatemala,"2006",Sector Público,Proyecto de Desarrollo Integral de las Comunidades Rurales (Dicor Iii),"7000000.00"
Guatemala,"2007",Sector Público,Programa Carreteras Turísticas y de la Oportunidad,"8610633.28"
Guatemala,"2007",Sector Público,Programa de Desarrollo Integral en áreas con Potencial de Riego y Drenaje,"3552115.92"
Guatemala,"2007",Sector Público,Programa de Electrificación Rural (PER),"9646844.67"
Guatemala,"2007",Sector Público,Programa de Fondo de Inversión Social,"12419862.40"
Guatemala,"2007",Sector Público,Programa de Inversión en Infraestructura Maquinaria y Equipo para la Universidad de San Carlos de Guatemala Il Etapa,"1531192.12"
Guatemala,"2007",Sector Público,Programa de Rehabilitación de Vías Primarias,"4347208.80"
Guatemala,"2007",Sector Público,Programa Multisectorial de Fortalecimiento de la Inversión,"200000000.00"
Guatemala,"2007",Sector Público,Proyecto de Apoyo al Programa de Vivienda,"1913699.96"
Guatemala,"2007",Sector Público,Proyecto de Desarrollo Integral de las Comunidades Rurales (Dicor Iii),"4201337.00"
Guatemala,"2008",Sector Público,LFP - Municipalidad de Guatemala,"1834080.10"
Guatemala,"2008",Sector Público,Préstamo - Financiamiento para Apoyo Presupuestario al Ministerio de Comunicaciones  Infraestructura y Vivienda,"74000000.00"
Guatemala,"2008",Sector Público,Programa Carreteras Turísticas y de la Oportunidad,"5577895.72"
Guatemala,"2008",Sector Público,Programa de Apoyo al Desarrollo de los Departamentos de Chimaltenango Sololá y Totonicapán,"2764282.24"
Guatemala,"2008",Sector Público,Programa de Electrificación Rural (PER),"12114309.03"
Guatemala,"2008",Sector Público,Programa de Inversión en Infraestructura Maquinaria y Equipo para la Universidad de San Carlos de Guatemala Il Etapa,"5297927.44"
Guatemala,"2008",Sector Público,Proyecto Ampliación Mejoramiento y Modernización del Equipamiento de las Redes de Observación Sismológica Meteorológica e Hidrológica,"115000.00"
Guatemala,"2008",Sector Público,Proyecto de Desarrollo Integral de las Comunidades Rurales (Dicor Iii),"1195073.54"
Guatemala,"2009",Sector Público,LFP - Municipalidad de Guatemala,"4061062.17"
Guatemala,"2009",Sector Público,Programa Carreteras Turísticas y de la Oportunidad,"4933048.21"
Guatemala,"2009",Sector Público,Programa de Apoyo al Desarrollo de los Departamentos de Chimaltenango Sololá y Totonicapán,"5896637.95"
Guatemala,"2009",Sector Público,Programa de Electrificación Rural (PER),"9469494.37"
Guatemala,"2009",Sector Público,Programa de Inversión en Infraestructura Maquinaria y Equipo para la Universidad de San Carlos de Guatemala Il Etapa,"4021518.31"
Guatemala,"2009",Sector Público,Proyecto Ampliación Mejoramiento y Modernización del Equipamiento de las Redes de Observación Sismológica Meteorológica e Hidrológica,"227710.03"
Guatemala,"2009",Sector Público,Proyecto Construcción de la Carretera Ca11 Tramo Vado Hondo el Florido Frontera con Honduras,"370024.06"
Guatemala,"2009",Sector Público,Proyecto Vial Franja Transversal del Norte,"39923470.90"
Guatemala,"2010",Sector Público,Apoyo Presupuestario en Concepto de la Implementación del Documento Personal de Identificación (DPI),"72701461.00"
Guatemala,"2010",Sector Público,LC - Secretaría Permanente del Tratado General de Integración Económica,"400000.00"
Guatemala,"2010",Sector Público,LFP - Municipalidad de Guatemala,"3546960.67"
Guatemala,"2010",Sector Público,Programa Carreteras Turísticas y de la Oportunidad,"4388091.63"
Guatemala,"2010",Sector Público,Programa de Apoyo al Desarrollo de los Departamentos de Chimaltenango Sololá y Totonicapán,"18690000.00"
Guatemala,"2010",Sector Público,Programa de Electrificación Rural (PER),"2567712.28"
Guatemala,"2010",Sector Público,Programa de Inversión en Infraestructura Maquinaria y Equipo para la Universidad de San Carlos de Guatemala Il Etapa,"8031839.96"
Guatemala,"2010",Sector Público,Proyecto Ampliación Mejoramiento y Modernización del Equipamiento de las Redes de Observación Sismológica Meteorológica e Hidrológica,"5079658.65"
Guatemala,"2010",Sector Público,Proyecto vial Franja Transversal del Norte,"20779505.93"
Guatemala,"2011",Sector Público,Apoyo Presupuestario en Concepto de la Implementación del Documento Personal de Identificación (DPI),"18343681.05"
Guatemala,"2011",Sector Público,LFP - Municipalidad de Guatemala,"3013929.20"
Guatemala,"2011",Sector Público,Programa Carreteras Turísticas y de la Oportunidad,"1689017.01"
Guatemala,"2011",Sector Público,Programa Multisectorial de Fortalecimiento Fiscal,"265000000.00"
Guatemala,"2011",Sector Público,Proyecto vial Franja Transversal del Norte,"37261572.75"
Guatemala,"2012",Sector Público,Apoyo Presupuestario en Concepto de la Implementación del Documento Personal de Identificación (DPI),"10300075.53"
Guatemala,"2012",Sector Público,LFP - Municipalidad de Guatemala,"2778372.59"
Guatemala,"2012",Sector Público,Programa de Inversión en Infraestructura Maquinaria y Equipo para la Universidad de San Carlos de Guatemala Il Etapa,"6363575.80"
Guatemala,"2012",Sector Público,Proyecto Ampliación Mejoramiento y Modernización del Equipamiento de las Redes de Observación Sismológica Meteorológica e Hidrológica,"1088364.88"
Guatemala,"2012",Sector Público,Proyecto vial Franja Transversal del Norte,"36197570.62"
Guatemala,"2013",Sector Público,Apoyo Presupuestario en Concepto de la Implementación del Documento Personal de Identificación (DPI),"13654782.42"
Guatemala,"2013",Sector Público,Programa de Inversión en Infraestructura Maquinaria y Equipo para la Universidad de San Carlos de Guatemala Il Etapa,"1811016.44"
Guatemala,"2013",Sector Público,Proyecto Ampliación Mejoramiento y Modernización del Equipamiento de las Redes de Observación Sismológica Meteorológica e Hidrológica,"3773641.19"
Guatemala,"2013",Sector Público,Proyecto vial Franja Transversal del Norte,"29483208.37"
Guatemala,"2013",Sector Público,Rehabilitación de la Ruta Existente y Ampliación a Cuatro Carriles de La Ruta CA-2 Occidente,"40000000.00"
Guatemala,"2014",Sector Público,Proyecto Vial Franja Transversal del Norte,"11751815.54"
Guatemala,"2014",Sector Público,Rehabilitación de la ruta Existente y Ampliación A Cuatro Carriles De La Ruta CA-2,"52602905.88"
Guatemala,"2014",Sector Público,Rehabilitación de La Ruta Existente y Ampliación a Cuatro Carriles de La Ruta CA-2 Occidente,"26533528.81"
Guatemala,"2015",Sector Público,Apoyo a Proyectos de Inversión en Infraestructura Social y Productiva,"86000000.00"
Guatemala,"2015",Sector Público,Rehabilitación De La Ruta Existente Y Ampliación A Cuatro Carriles De La Ruta CA-2,"26840818.40"
Guatemala,"2015",Sector Público,Rehabilitación De La Ruta Existente Y Ampliación A Cuatro Carriles De La Ruta CA-2 Occidente,"12431331.46"
Guatemala,"2016",Sector Público,Apoyo a Proyectos de Inversión en Infraestructura Social y Productiva,"85459188.42"
Guatemala,"2016",Sector Público,Proyecto Vial Franja Transversal del Norte,"3235875.42"
Guatemala,"2016",Sector Público,Rehabilitación De La Ruta Existente Y Ampliación A Cuatro Carriles De La Ruta CA-2,"2345082.97"
Guatemala,"2016",Sector Público,Rehabilitación De La Ruta Existente Y Ampliación A Cuatro Carriles De La Ruta CA-2 Occidente,"7628573.76"
Guatemala,"2017",Sector Público,Apoyo a Proyectos de Inversión en Infraestructura Social y Productiva,"18881530.55"
Guatemala,"2017",Sector Público,Proyecto Vial Franja Transversal del Norte,"707833.11"
Guatemala,"2018",Sector Público,Apoyo a Proyectos de Inversión en Infraestructura Social y Productiva,"39393069.37"
Guatemala,"2018",Sector Público,Proyecto Vial Franja Transversal del Norte,"1888007.16"
Guatemala,"2019",Sector Público,Apoyo a Proyectos de Inversión en Infraestructura Social y Productiva,"9072253.99"
Guatemala,"2019",Sector Público,Proyecto Ampliación Mejoramiento y Modernización del Equipamiento de las Redes de Observación Sismológica Meteorológica e Hidrológica,"2148866.60"
Guatemala,"2019",Sector Público,Proyecto Vial Franja Transversal del Norte,"1361556.03"
Guatemala,"2020",Sector Público,Apoyo a Proyectos de Inversión en Infraestructura Social y Productiva,"11093957.64"
Guatemala,"2020",Sector Público,Programa de Inversión en Infraestructura y Equipamiento Hospitalario,"852330.23"
Guatemala,"2020",Sector Público,Programa de Inversión y Modernización para el Sector Justicia,"7114758.00"
Guatemala,"2020",Sector Público,Proyecto Vial Franja Transversal del Norte,"717018.48"
Guatemala,"2021",Sector Público,Programa de Inversión y Modernización para el Sector Justicia,"27969471.00"
Guatemala,"2022",Sector Público,Programa de Inversión y Modernización para el Sector Justicia,"1371472.94"
Guatemala,"2022",Sector Público,Proyecto Vial Franja Transversal del Norte,"1264943.95"
Guatemala,"2023",Sector Público,Programa de Inversión en Infraestructura y Equipamiento Hospitalario,"16116572.44"
Guatemala,"2023",Sector Público,Programa de Inversión y Modernización para el Sector Justicia,"310481.05"
Guatemala,"2024",Sector Público,Programa de Inversión en Infraestructura y Equipamiento Hospitalario,"18411597.79"
Guatemala,"2024",Sector Público,Programa de Inversión y Modernización para el Sector Justicia,"22525445.88"
Guatemala,"2025",Sector Público,Programa de Inversión y Modernización para el Sector Justicia,"159310.33"
Guatemala,"2025",Sector Público,Proyecto vial Franja Transversal del Norte,"14065202.10"
Honduras,"1964",Sector Público,LC - Banco Central de Honduras,"1262295.16"
Honduras,"1989",Sector Público,Programa de Vivienda y Mejoramiento Urbano,"14615167.31"
Honduras,"1991",Sector Público,Línea Global de Crédito - Banco Central de Honduras,"3000000.00"
Honduras,"1991",Sector Público,Proyecto Ruta Alterna Regional Honduras - Guatemala y Derivaciones Nacionales,"999178.26"
Honduras,"1992",Sector Público,Línea Global de Crédito - Banco central de Honduras,"6100000.00"
Honduras,"1992",Sector Público,Proyecto Red Regional Digital de Telecomunicaciones Centroamericanas,"3289878.00"
Honduras,"1994",Sector Público,Ejecución del Proyecto Almacén Frigorífico Polivalente y Politermo en Puerto Cortés,"11750000.00"
Honduras,"1994",Sector Público,Proyectos Hidroeléctricos Remolino y Sico II en la República de Honduras Financiados Parcialmente con el Préstamo Fo6110,"739635.56"
Honduras,"1995",Sector Público,Proyecto Ruta Alterna Regional Honduras - Guatemala y Derivaciones Nacionales,"101525.19"
Honduras,"1995",Sector Público,Proyecto Traslado Montaje y Puesta en Operación de Tres Turbinas de Gas,"5740686.72"
Honduras,"1996",Sector Público,Programa de Vivienda y Mejoramiento Urbano,"89933.46"
Honduras,"1996",Sector Público,Proyecto Adquisición de Transformadores,"4484575.68"
Honduras,"1996",Sector Público,Proyecto Ampliación del Sistema de Radionavegación Aérea,"196701.15"
Honduras,"1996",Sector Público,Proyecto Anillo Periférico Urbano de la Ciudad de Tegucigalpa,"5122748.43"
Honduras,"1996",Sector Público,Proyecto Desarrollo Integral de la Mujer en Municipios del Sur de el Paraiso y Norte de Choluteca,"300000.00"
Honduras,"1996",Sector Público,Proyecto Desarrollo Integral de la Mujer en Municipios del Sur de Francisco Morazán  Norte de Valle y Choluteca,"300000.00"
Honduras,"1996",Sector Público,Proyecto Plan de Desarrollo Rural de la Región de Occidente (Plandero),"300000.00"
Honduras,"1996",Sector Público,Proyecto Red Regional Digital de Telecomunicaciones Centroamericanas,"1110241.35"
Honduras,"1996",Sector Público,Proyecto Ruta Alterna Regional Honduras - Guatemala y Derivaciones Nacionales,"209387.22"
Honduras,"1996",Sector Público,Proyectos Hidroeléctricos Remolino y Sico II en la República de Honduras Financiados Parcialmente con el Préstamo Fo6110,"23589.52"
Honduras,"1997",Sector Público,Ejecución del Proyecto Programa Nacional de Electrificación Rural,"2094489.10"
Honduras,"1997",Sector Público,Programa de Vivienda y Mejoramiento Urbano,"5294889.23"
Honduras,"1997",Sector Público,Proyecto Adquisición de Transformadores,"1390830.73"
Honduras,"1997",Sector Público,Proyecto Ampliación Centrales Telefónicas Digitales de Tegucigalpa San Pedro Sula y el Progreso,"1582669.39"
Honduras,"1997",Sector Público,Proyecto Ampliación del Sistema de Radionavegación Aérea,"225772.25"
Honduras,"1997",Sector Público,Proyecto Anillo Periférico Urbano de la Ciudad de Tegucigalpa,"3397616.27"
Honduras,"1997",Sector Público,Proyecto Desarrollo Integral de la Mujer en Municipios del Sur de el Paraiso y Norte de Choluteca,"530748.58"
Honduras,"1997",Sector Público,Proyecto Desarrollo Integral de la Mujer en Municipios del Sur de Francisco Morazán  Norte de Valle y Choluteca,"490820.84"
Honduras,"1997",Sector Público,Proyecto Plan de Desarrollo Rural de la Región de Occidente (Plandero),"296808.06"
Honduras,"1997",Sector Público,Proyecto Red Regional Digital de Telecomunicaciones Centroamericanas,"550028.29"
Honduras,"1997",Sector Público,Proyecto Ruta Alterna Regional Honduras - Guatemala y Derivaciones Nacionales,"1509586.81"
Honduras,"1997",Sector Público,Proyectos Hidroeléctricos Remolino y Sico II en la República de Honduras Financiados Parcialmente con el Préstamo Fo6110,"195774.56"
Honduras,"1998",Sector Público,Ejecución del Proyecto Programa Nacional de Electrificación Rural,"2824819.58"
Honduras,"1998",Sector Público,Proyecto Ampliación Centrales Telefónicas Digitales de Tegucigalpa San Pedro Sula y el Progreso,"9556673.73"
Honduras,"1998",Sector Público,Proyecto Anillo Periférico Urbano de la Ciudad de Tegucigalpa,"2179515.95"
Honduras,"1998",Sector Público,Proyecto Desarrollo Integral de la Mujer en Municipios del Sur de el Paraiso y Norte de Choluteca,"88013.03"
Honduras,"1998",Sector Público,Proyecto Desarrollo Integral de la Mujer en Municipios del Sur de Francisco Morazán  Norte de Valle y Choluteca,"98572.11"
Honduras,"1998",Sector Público,Proyecto Plan de Desarrollo Rural de la Región de Occidente (Plandero),"277597.86"
Honduras,"1998",Sector Público,Proyecto Red Regional Digital de Telecomunicaciones Centroamericanas,"430321.42"
Honduras,"1998",Sector Público,Proyecto Ruta Alterna Regional Honduras - Guatemala y Derivaciones Nacionales,"280865.47"
Honduras,"1999",Sector Público,Ejecución del Proyecto Programa Nacional de Electrificación Rural,"1759624.05"
Honduras,"1999",Sector Público,Proyecto Ampliación Centrales Telefónicas Digitales de Tegucigalpa San Pedro Sula y el Progreso,"824413.93"
Honduras,"1999",Sector Público,Proyecto Anillo Periférico Urbano de la Ciudad de Tegucigalpa,"366586.28"
Honduras,"1999",Sector Público,Proyecto de Desarrollo Rural en el Centro-Oriente de Honduras,"300000.00"
Honduras,"1999",Sector Público,Proyecto Desarrollo Integral de la Mujer en Municipios del Sur de el Paraiso y Norte de Choluteca,"271775.42"
Honduras,"1999",Sector Público,Proyecto Desarrollo Integral de la Mujer en Municipios del Sur de Francisco Morazán  Norte de Valle y Choluteca,"267312.76"
Honduras,"1999",Sector Público,Proyecto Plan de Desarrollo Rural de la Región de Occidente (Plandero),"521395.87"
Honduras,"1999",Sector Público,Proyecto Red Regional Digital de Telecomunicaciones Centroamericanas,"129643.96"
Honduras,"2000",Sector Público,Cambio de modalidad de línea de crédito por la de compra de cartera crediticia de FONAPROVI,"4882457.00"
Honduras,"2000",Sector Público,Ejecución del Proyecto Programa Nacional de Electrificación Rural,"1758720.56"
Honduras,"2000",Sector Público,Línea Global de Crédito - Fondo Nacional para la Producción y la Vivienda,"20609961.00"
Honduras,"2000",Sector Público,Proyecto Ampliación Centrales Telefónicas Digitales de Tegucigalpa San Pedro Sula y el Progreso,"2220107.93"
Honduras,"2000",Sector Público,Proyecto Anillo Periférico Urbano de la Ciudad de Tegucigalpa,"362061.80"
Honduras,"2000",Sector Público,Proyecto de Desarrollo Rural en el Centro-Oriente de Honduras,"452439.01"
Honduras,"2000",Sector Público,Proyecto Desarrollo Integral de la Mujer en Municipios del Sur de el Paraiso y Norte de Choluteca,"309462.97"
Honduras,"2000",Sector Público,Proyecto Desarrollo Integral de la Mujer en Municipios del Sur de Francisco Morazán  Norte de Valle y Choluteca,"343294.29"
Honduras,"2000",Sector Público,Proyecto Plan de Desarrollo Rural de la Región de Occidente (Plandero),"16197.77"
Honduras,"2000",Sector Público,Subprograma de Mejoramiento Urbano Fase II (PDM),"2450000.00"
Honduras,"2001",Sector Público,Ejecución del Proyecto Programa Nacional de Electrificación Rural,"42225.03"
Honduras,"2001",Sector Público,Línea Global de Crédito - Fondo Nacional para la Producción y la Vivienda,"18367670.00"
Honduras,"2001",Sector Público,Proyecto de Desarrollo Rural en el Centro-Oriente de Honduras,"172037.16"
Honduras,"2002",Sector Público,Ejecución del Proyecto Programa Nacional de Electrificación Rural,"934493.84"
Honduras,"2002",Sector Público,Proyecto Anillo Periférico Urbano de la Ciudad de Tegucigalpa,"1510413.25"
Honduras,"2002",Sector Público,Proyecto de Desarrollo Rural en el Centro-Oriente de Honduras,"409503.91"
Honduras,"2003",Sector Público,Programa de Electrificación Social Etapa ES-N98  Ampliación No. 2,"1759356.36"
Honduras,"2003",Sector Público,Proyecto Anillo Periférico Urbano de la Ciudad de Tegucigalpa,"1899705.93"
Honduras,"2003",Sector Público,Proyecto de Desarrollo Rural en el Centro-Oriente de Honduras,"57972.20"
Honduras,"2003",Sector Público,Proyecto de Rehabilitación y Construcción de la Carretera Puerto Cortés,"7057555.41"
Honduras,"2004",Sector Público,Programa de Electrificación Social Etapa ES-N98  Ampliación No. 2,"4923235.45"
