"PAIS","ANIO_DESEMBOLSO","SECTOR_INSTITUCIONAL","DESCRIPCION_PROYECTO","MONTO_BRUTO_USD"
El Salvador,"1981",Sector Público,Compra de Hipotecas Y/o Titulos Hipotecarios Conforme a las Politicas del Programa de Vivienda Media Baja del Banco Vigentes a la Fecha de cada Desembolso.,"3714320.00"
El Salvador,"1982",Sector Público,I Etapa del Proyecto de Desarrollo Comunal en el Departamento de Cabañas,"3989674.82"
El Salvador,"1987",Sector Público,Fase Inicial del Programa Nacional de Riego y Drenaje,"1611007.24"
El Salvador,"1988",Sector Público,LC - República de El Salvador,"7154747.92"
El Salvador,"1988",Sector Público,Mejoramiento y Reconstrucción de la Carretera San Salvador - San Miguel  II Etapa  Tramo No 2  Desvío Santiago de María - San Miguel,"5498469.51"
El Salvador,"1988",Sector Público,Proyecto Sitio del Niño - Intersección Nejapa Boulevard Constitución,"7844549.85"
El Salvador,"1988",Sector Público,Rehabilitación de la Carretera Santa Ana - Metapán - Anguiatú Carretera CA-12,"1713093.53"
El Salvador,"1989",Sector Público,Financiar Complementariamente la Construcción de la Carretera Km 52 (Litoral - La Herradura - Playa Costa del Sol),"3064673.73"
El Salvador,"1989",Sector Público,Proyecto de Interconexión de las Carreteras Regionales CA-1 y CA-12 en la Ciudad de Santa Ana,"2805934.39"
El Salvador,"1991",Sector Público,Proyecto Alumbrado Público del Area Metropolitana de San Salvador,"2731206.28"
El Salvador,"1992",Sector Público,Proyecto Desarrollo Agrícola para Pequeños Productores de la Región Paracentral de El Salvador,"342098.56"
El Salvador,"1992",Sector Público,Proyectos Red Regional Digital de Telecomunicaciones Centroamericanas y Ruta Nacional del Sur y Alterna Regional,"3741380.34"
El Salvador,"1993",Sector Público,Programa Producción en Colegios Vocacionales,"458715.60"
El Salvador,"1993",Sector Público,Proyecto Programa Nacional de Rehabilitación de Vías Pavimentadas,"3899082.57"
El Salvador,"1994",Sector Público,Proyectos Aceptables al Banco Incluídos Dentro del Programa de Reconstrucción Nacional de la República de El Salvador,"30000000.00"
El Salvador,"1996",Sector Público,Programa de Desarrollo Comunal en los Departamentos de Cabañas y San Vicente,"9137.31"
El Salvador,"1996",Sector Público,Programa de Infraestructura Social  Agua Potable,"1159535.01"
El Salvador,"1996",Sector Público,Programa de Infraestructura Social de Educacion Parvularia y Básica,"691155.37"
El Salvador,"1996",Sector Público,Proyecto de Interconexión de las Carreteras Regionales CA-1 y CA-12 en la Ciudad de Santa Ana,"1210005.81"
El Salvador,"1996",Sector Público,Proyecto Desarrollo Agrícola para Pequeños Productores de la Región Paracentral de El Salvador,"2137830.72"
El Salvador,"1996",Sector Público,Proyecto Desarrollo Rural Integrado - Acuerdos de Paz,"11100000.00"
El Salvador,"1996",Sector Público,Proyecto Instalación de 110 Mw en Unidades Térmicas en una Central de Ciclo Combinado Acajutla Fase I en la República de El Salvador,"528123.25"
El Salvador,"1996",Sector Público,Proyecto Programa Nacional de Rehabilitación de Vías Pavimentadas,"4367996.28"
El Salvador,"1996",Sector Público,Proyecto Sitio del Niño - Intersección Nejapa Boulevard Constitución,"7183101.58"
El Salvador,"1996",Sector Público,Proyectos de Desarrollo Social,"114678.90"
El Salvador,"1996",Sector Público,Proyectos Red Regional Digital de Telecomunicaciones Centroamericanas y Ruta Nacional del Sur y Alterna Regional,"1611948.34"
El Salvador,"1996",Sector Público,Rehabilitación de la Carretera Santa Ana - Metapán - Anguiatú Carretera CA-12,"8122546.67"
El Salvador,"1996",Sector Público,Restauracion de la Infraestructura Fisica de la Universidad de El Salvador,"424946.39"
El Salvador,"1996",Sector Público,Sustitución y Mejoramiento del Servicio Telefónico en las Áreas de las Centrales Analógicas de San Salvador,"22185881.63"
El Salvador,"1997",Sector Público,Adquisición de Bienes y Servicios Necesarios para Ejecutar el Proyecto Plan Nacional de Señalamiento Vial en la República de El Salvador,"1222033.90"
El Salvador,"1997",Sector Público,Programa de Escuela Saludable II Etapa,"9701834.86"
El Salvador,"1997",Sector Público,Programa de Infraestructura Social  Agua Potable,"967918.99"
El Salvador,"1997",Sector Público,Programa de Infraestructura Social de Educacion Parvularia y Básica,"306223.60"
El Salvador,"1997",Sector Público,Programa Producción en Colegios Vocacionales,"899273.72"
El Salvador,"1997",Sector Público,Proyecto Desarrollo Agrícola para Pequeños Productores de la Región Paracentral de El Salvador,"478371.56"
El Salvador,"1997",Sector Público,Proyecto Instalación de 110 Mw en Unidades Térmicas en una Central de Ciclo Combinado Acajutla Fase I en la República de El Salvador,"565682.48"
El Salvador,"1997",Sector Público,Proyecto Programa Nacional de Rehabilitación de Vías Pavimentadas,"6551345.28"
El Salvador,"1997",Sector Público,Proyectos de Desarrollo Social,"81268.00"
El Salvador,"1997",Sector Público,Proyectos Red Regional Digital de Telecomunicaciones Centroamericanas y Ruta Nacional del Sur y Alterna Regional,"804569.47"
El Salvador,"1997",Sector Público,Restauracion de la Infraestructura Fisica de la Universidad de El Salvador,"52941.10"
El Salvador,"1997",Sector Público,Sustitución y Mejoramiento del Servicio Telefónico en las Áreas de las Centrales Analógicas de San Salvador,"19299798.92"
El Salvador,"1998",Sector Público,Adquisición de Bienes y Servicios Necesarios para Ejecutar el Proyecto Plan Nacional de Señalamiento Vial en la República de El Salvador,"2902985.32"
El Salvador,"1998",Sector Público,Fase Inicial del Programa Nacional de Riego y Drenaje,"678286.85"
El Salvador,"1998",Sector Público,Línea Global de Crédito - Banco de Desarrollo de El Salvador (BANDESAL),"43408000.00"
El Salvador,"1998",Sector Público,Programa de Escuela Saludable II Etapa,"10298165.14"
El Salvador,"1998",Sector Público,Programa de Infraestructura Social y Económica,"40000000.00"
El Salvador,"1998",Sector Público,Programa Producción en Colegios Vocacionales,"721836.85"
El Salvador,"1998",Sector Público,Proyecto de Rehabilitación del Sistema de Agua Potable Zona Norte y Otras Plantas Complementarias,"3769059.42"
El Salvador,"1998",Sector Público,Proyecto Desarrollo Agrícola para Pequeños Productores de la Región Paracentral de El Salvador,"301119.83"
El Salvador,"1998",Sector Público,Proyecto Programa Nacional de Rehabilitación de Vías Pavimentadas,"1978311.90"
El Salvador,"1998",Sector Público,Proyecto Reconstrucción y Equipamiento del Hospital General del ISSS,"284368.03"
El Salvador,"1998",Sector Público,Sustitución y Mejoramiento del Servicio Telefónico en las Áreas de las Centrales Analógicas de San Salvador,"2425095.35"
El Salvador,"1999",Sector Público,Adquisición de Bienes y Servicios Necesarios para Ejecutar el Proyecto Plan Nacional de Señalamiento Vial en la República de El Salvador,"3798709.52"
El Salvador,"1999",Sector Público,Programa de Construcción de Mercados Municipales,"2597883.22"
El Salvador,"1999",Sector Público,Programa Producción en Colegios Vocacionales,"149903.59"
El Salvador,"1999",Sector Público,Proyecto de Rehabilitación del Sistema de Agua Potable Zona Norte y Otras Plantas Complementarias,"3177727.66"
El Salvador,"1999",Sector Público,Proyecto Desarrollo Agrícola para Pequeños Productores de la Región Paracentral de El Salvador,"672.29"
El Salvador,"1999",Sector Público,Proyecto Reconstrucción y Equipamiento del Hospital General del ISSS,"6047253.24"
El Salvador,"1999",Sector Público,Proyecto Sitio del Niño-Intersección-(Interconexión Nejapa- Boulevard Constitución),"2187045.00"
El Salvador,"2000",Sector Público,Adquisición de Bienes y Servicios Necesarios para Ejecutar el Proyecto Plan Nacional de Señalamiento Vial en la República de El Salvador,"11681.01"
El Salvador,"2000",Sector Público,Fase Inicial del Programa Nacional de Riego y Drenaje,"3548067.35"
El Salvador,"2000",Sector Público,Programa de Construcción de Mercados Municipales,"1826734.45"
El Salvador,"2000",Sector Público,Proyecto de Rehabilitación del Sistema de Agua Potable Zona Norte y Otras Plantas Complementarias,"4228991.45"
El Salvador,"2000",Sector Público,Proyecto Reconstrucción y Equipamiento del Hospital General del ISSS,"5911422.01"
El Salvador,"2001",Sector Público,Línea Global de Crédito - Banco de Desarrollo de El Salvador (BANDESAL),"31468999.44"
El Salvador,"2001",Sector Público,Préstamo Multisectorial de Emergencia,"18000000.00"
El Salvador,"2001",Sector Público,Programa de Apoyo al Desarrollo de la Educación Integral en El Salvador,"7351594.16"
El Salvador,"2001",Sector Público,Programa de Construcción de Mercados Municipales,"1315457.72"
El Salvador,"2001",Sector Público,Programa de Desarrollo Local Fisdl/Bcie,"23071312.58"
El Salvador,"2001",Sector Público,Programa Nacional de Rehabilitación de Vías Pavimentadas,"4848393.21"
El Salvador,"2001",Sector Público,Programa Producción en Colegios Vocacionales,"270270.24"
El Salvador,"2001",Sector Público,Proyecto de Rehabilitación del Sistema de Agua Potable Zona Norte y Otras Plantas Complementarias,"3522912.15"
El Salvador,"2001",Sector Público,Proyecto Desarrollo Rural Sostenible en Zonas de Fragilidad Ecológica en la Región del Trifinio,"125748.00"
El Salvador,"2001",Sector Público,Proyecto Reconstrucción y Equipamiento del Hospital General del ISSS,"7101662.03"
El Salvador,"2002",Sector Público,Línea Global de Crédito - Banco de Desarrollo de El Salvador (BANDESAL),"15000000.00"
El Salvador,"2002",Sector Público,Línea Global de Crédito - Fondo Nacional de Vivienda Popular (FONAVIPO),"2500000.00"
El Salvador,"2002",Sector Público,Préstamo Multisectorial de Emergencia,"52326522.00"
El Salvador,"2002",Sector Público,Programa de Apoyo al Desarrollo de la Educación Integral en El Salvador,"29608264.69"
El Salvador,"2002",Sector Público,Programa de Construcción de Mercados Municipales,"2793650.42"
El Salvador,"2002",Sector Público,Programa de Desarrollo Local Fisdl/Bcie,"6119543.47"
El Salvador,"2002",Sector Público,Programa Nacional de Carreteras,"7000000.00"
El Salvador,"2002",Sector Público,Programa Nacional de Rehabilitación de Vías Pavimentadas,"15801531.42"
El Salvador,"2002",Sector Público,Proyecto Desarrollo Rural Sostenible en Zonas de Fragilidad Ecológica en la Región del Trifinio,"700310.00"
El Salvador,"2002",Sector Público,Proyecto Modernización y Reactivación del Mercado Central del Área Metropolitana de San Salvador,"1500000.00"
El Salvador,"2002",Sector Público,Proyecto Reconstrucción y Equipamiento del Hospital General del ISSS,"10385414.32"
El Salvador,"2003",Sector Público,Línea Global de Crédito - Banco Central de Reserva de la República de El Salvador,"100000000.00"
El Salvador,"2003",Sector Público,Línea Global de Crédito - Banco de Desarrollo de El Salvador (BANDESAL),"38500000.00"
El Salvador,"2003",Sector Público,Línea Global de Crédito - Banco Hipotecario de El Salvador  S.A.,"2922877.63"
El Salvador,"2003",Sector Público,Línea Global de Crédito - Fondo Nacional de Vivienda Popular (FONAVIPO),"5250000.00"
El Salvador,"2003",Sector Público,Préstamo Multisectorial de Emergencia,"4673478.00"
El Salvador,"2003",Sector Público,Programa de Apoyo al Desarrollo de la Educación Integral en El Salvador,"9912792.25"
El Salvador,"2003",Sector Público,Programa de Construcción de Mercados Municipales,"750000.00"
El Salvador,"2003",Sector Público,Programa de Desarrollo Local Fisdl/Bcie,"809143.95"
El Salvador,"2003",Sector Público,Programa Nacional de Carreteras,"32200000.00"
El Salvador,"2003",Sector Público,Programa Nacional de Rehabilitación de Vías Pavimentadas,"5215396.73"
El Salvador,"2003",Sector Público,Proyecto Desarrollo Rural Sostenible en Zonas de Fragilidad Ecológica en la Región del Trifinio,"1000000.00"
El Salvador,"2003",Sector Público,Proyecto Modernización y Reactivación del Mercado Central del Área Metropolitana de San Salvador,"2349969.14"
El Salvador,"2003",Sector Público,Proyecto Reconstrucción y Equipamiento del Hospital General del ISSS,"3569880.37"
El Salvador,"2003",Sector Público,Proyecto Sitio del Niño - Intersección Nejapa Boulevard Constitución,"1331699.95"
El Salvador,"2003",Sector Público,Proyecto Sitio del Niño-Intersección-(Interconexión Nejapa- Boulevard Constitución),"2712955.00"
El Salvador,"2004",Sector Público,Línea Global de Crédito - Banco Central de Reserva de la República de El Salvador,"100000000.00"
El Salvador,"2004",Sector Público,Línea Global de Crédito - Banco de Desarrollo de El Salvador (BANDESAL),"45000000.00"
El Salvador,"2004",Sector Público,Línea Global de Crédito - Banco Hipotecario de El Salvador  S.A.,"74900.00"
El Salvador,"2004",Sector Público,Línea Global de Crédito - Fondo Nacional de Vivienda Popular (FONAVIPO),"8608000.00"
El Salvador,"2004",Sector Público,Programa de Apoyo al Desarrollo de la Educación Integral en El Salvador,"3127348.90"
El Salvador,"2004",Sector Público,Programa Nacional de Carreteras,"27000000.00"
El Salvador,"2004",Sector Público,Programa Nacional de Rehabilitación de Vías Pavimentadas,"762953.92"
El Salvador,"2004",Sector Público,Proyecto Desarrollo Rural Sostenible en Zonas de Fragilidad Ecológica en la Región del Trifinio,"1142000.00"
El Salvador,"2004",Sector Público,Proyecto Modernización y Reactivación del Mercado Central del Área Metropolitana de San Salvador,"1449276.04"
El Salvador,"2005",Sector Público,Línea Global de Crédito - Banco Central de Reserva de la República de El Salvador,"150000000.00"
El Salvador,"2005",Sector Público,Línea Global de Crédito - Banco de Desarrollo de El Salvador (BANDESAL),"81907601.78"
El Salvador,"2005",Sector Público,Línea Global de Crédito - Fondo Nacional de Vivienda Popular (FONAVIPO),"7900000.00"
El Salvador,"2005",Sector Público,Programa Nacional de Carreteras,"4786126.00"
El Salvador,"2005",Sector Público,Proyecto Desarrollo Rural Sostenible en Zonas de Fragilidad Ecológica en la Región del Trifinio,"2467999.00"
El Salvador,"2005",Sector Público,Proyecto Modernización y Reactivación del Mercado Central del Área Metropolitana de San Salvador,"944707.69"
El Salvador,"2005",Sector Público,Proyecto Primera Etapa del Anillo Periférico de San Salvador,"13118907.13"
El Salvador,"2006",Sector Público,Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),"48929871.72"
El Salvador,"2006",Sector Público,Línea Global de Crédito - Banco Central de Reserva de la República de El Salvador,"50000000.00"
El Salvador,"2006",Sector Público,Línea Global de Crédito - Banco de Desarrollo de El Salvador (BANDESAL),"74477000.00"
El Salvador,"2006",Sector Público,Línea Global de Crédito - Banco de Fomento Agropecuario (BFA),"9000000.00"
El Salvador,"2006",Sector Público,Línea Global de Crédito - Fondo Nacional de Vivienda Popular (FONAVIPO),"8050000.00"
El Salvador,"2006",Sector Público,Programa Nacional de Carreteras,"42706539.00"
El Salvador,"2006",Sector Público,Proyecto Desarrollo Rural Sostenible en Zonas de Fragilidad Ecológica en la Región del Trifinio,"958001.00"
El Salvador,"2006",Sector Público,Proyecto Modernización y Reactivación del Mercado Central del Área Metropolitana de San Salvador,"895056.36"
El Salvador,"2006",Sector Público,Proyecto Primera Etapa del Anillo Periférico de San Salvador,"19492134.00"
El Salvador,"2007",Sector Público,Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),"9673725.96"
El Salvador,"2007",Sector Público,Línea Global de Crédito - Banco de Desarrollo de El Salvador (BANDESAL),"42813142.80"
El Salvador,"2007",Sector Público,Línea Global de Crédito - Banco Hipotecario de El Salvador  S.A.,"7500000.00"
El Salvador,"2007",Sector Público,Línea Global de Crédito - Fondo Nacional de Vivienda Popular (FONAVIPO),"1500000.00"
El Salvador,"2007",Sector Público,Programa Nacional de Carreteras,"13580993.00"
El Salvador,"2007",Sector Público,Proyecto Desarrollo Rural Sostenible en Zonas de Fragilidad Ecológica en la Región del Trifinio,"557375.85"
El Salvador,"2007",Sector Público,Proyecto Modernización y Reactivación del Mercado Central del Área Metropolitana de San Salvador,"260990.77"
El Salvador,"2007",Sector Público,Proyecto Primera Etapa del Anillo Periférico de San Salvador,"12050124.00"
El Salvador,"2008",Sector Público,Línea de Crédito - Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),"40000000.00"
El Salvador,"2008",Sector Público,Línea de Crédito - Compra de Letras del Tesoro Público (LETES),"139598303.51"
El Salvador,"2008",Sector Público,Línea Global de Crédito - Banco Central de Reserva de la República de El Salvador,"160000000.00"
El Salvador,"2008",Sector Público,Línea Global de Crédito - Banco de Desarrollo de El Salvador (BANDESAL),"46926053.69"
El Salvador,"2008",Sector Público,Línea Global de Crédito - Banco Hipotecario de El Salvador  S.A.,"2961591.28"
El Salvador,"2008",Sector Público,Línea Global de Crédito - Fondo Nacional de Vivienda Popular (FONAVIPO),"8800000.00"
El Salvador,"2008",Sector Público,Programa de Vías Suburbanas y Caminos Rurales,"8000000.00"
El Salvador,"2008",Sector Público,Programa Nacional de Carreteras,"1000000.00"
El Salvador,"2008",Sector Público,Proyecto Central Térmica Talnique,"22440494.61"
El Salvador,"2008",Sector Público,Proyecto Primera Etapa del Anillo Periférico de San Salvador,"8424251.80"
El Salvador,"2009",Sector Público,Comisión Ejecutiva Hidroeléctrica del Río Lempa (Cel). Cadenas Productivas,"1352734.42"
El Salvador,"2009",Sector Público,Línea de Crédito - Comisión Ejecutiva Portuaria Autónoma (CEPA),"6250000.00"
El Salvador,"2009",Sector Público,Línea Global de Crédito - Banco Central de Reserva de la República de El Salvador,"30000000.00"
El Salvador,"2009",Sector Público,Línea Global de Crédito - Banco de Desarrollo de El Salvador (BANDESAL),"61371066.77"
El Salvador,"2009",Sector Público,Línea Global de Crédito - Banco Hipotecario de El Salvador  S.A.,"1600000.00"
El Salvador,"2009",Sector Público,Línea Global de Crédito - Fondo Nacional de Vivienda Popular (FONAVIPO),"4200000.00"
El Salvador,"2009",Sector Público,Préstamo - Fideicomiso Inversiones Corporación Salvadoreña para la adquisición de Títulos Valores de Crédito,"150000000.00"
El Salvador,"2009",Sector Público,Programa de Vías Suburbanas y Caminos Rurales,"49749230.37"
El Salvador,"2009",Sector Público,Programa Nacional de Carreteras,"5842025.00"
El Salvador,"2009",Sector Público,Proyecto Central Hidroeléctrica El Chaparral,"32985076.50"
El Salvador,"2009",Sector Público,Proyecto Central Térmica Talnique,"27280088.89"
El Salvador,"2009",Sector Público,Proyecto de Modernización del Registro Inmobiliario y del Catastro,"4000000.00"
El Salvador,"2009",Sector Público,Proyecto Primera Etapa del Anillo Periférico de San Salvador,"1686978.00"
El Salvador,"2010",Sector Público,Comisión Ejecutiva Hidroeléctrica del Río Lempa (Cel). Cadenas Productivas,"297288.84"
El Salvador,"2010",Sector Público,Línea de Crédito - Comisión Ejecutiva Portuaria Autónoma (CEPA),"18000000.00"
El Salvador,"2010",Sector Público,Línea Global de Crédito - Banco Central de Reserva de la República de El Salvador,"100000000.00"
El Salvador,"2010",Sector Público,Línea Global de Crédito - Banco de Desarrollo de El Salvador (BANDESAL),"20000000.00"
El Salvador,"2010",Sector Público,Línea Global de Crédito - Banco Hipotecario de El Salvador  S.A.,"1700000.00"
El Salvador,"2010",Sector Público,Línea Global de Crédito - Fondo Nacional de Vivienda Popular (FONAVIPO),"28875000.00"
El Salvador,"2010",Sector Público,Programa de Vías Suburbanas y Caminos Rurales,"17225900.00"
El Salvador,"2010",Sector Público,Proyecto de Modernización del Registro Inmobiliario y del Catastro,"3000000.00"
El Salvador,"2011",Sector Público,Línea de Crédito - Comisión Ejecutiva Portuaria Autónoma (CEPA),"17000000.00"
El Salvador,"2011",Sector Público,Línea Global de Crédito - Banco Central de Reserva de la República de El Salvador,"15000000.00"
El Salvador,"2011",Sector Público,Línea Global de Crédito - Banco de Desarrollo de El Salvador (BANDESAL),"50000000.00"
El Salvador,"2011",Sector Público,Línea Global de Crédito - Banco de Fomento Agropecuario (BFA),"119270.00"
El Salvador,"2011",Sector Público,Línea Global de Crédito - Banco Hipotecario de El Salvador  S.A.,"5500000.00"
El Salvador,"2011",Sector Público,Línea Global de Crédito - Fondo Nacional de Vivienda Popular (FONAVIPO),"31112158.61"
El Salvador,"2011",Sector Público,Programa de Apoyo a la Educación y Seguridad Pública Obras Rurales y Mitigación de Riesgos,"8765600.00"
El Salvador,"2011",Sector Público,Programa de Vías Suburbanas y Caminos Rurales,"5186800.00"
El Salvador,"2011",Sector Público,Proyecto Primera Etapa del Anillo Periférico de San Salvador,"7927605.07"
El Salvador,"2012",Sector Público,Apertura Boulevard Diego de Holguín Santa Tecla  Tramo II,"18340000.00"
El Salvador,"2012",Sector Público,Línea de Crédito - Comisión Ejecutiva Portuaria Autónoma (CEPA),"12000000.00"
El Salvador,"2012",Sector Público,Línea Global de Crédito - Banco Central de Reserva de la República de El Salvador,"130000000.00"
El Salvador,"2012",Sector Público,Línea Global de Crédito - Banco de Desarrollo de El Salvador (BANDESAL),"36000000.00"
El Salvador,"2012",Sector Público,Línea Global de Crédito - Banco de Fomento Agropecuario (BFA),"168940.00"
El Salvador,"2012",Sector Público,Línea Global de Crédito - Banco Hipotecario de El Salvador  S.A.,"6900000.00"
El Salvador,"2012",Sector Público,Línea Global de Crédito - Fondo Nacional de Vivienda Popular (FONAVIPO),"34039500.00"
El Salvador,"2012",Sector Público,Programa de Apoyo a la Educación y Seguridad Pública Obras Rurales y Mitigación de Riesgos,"35172300.00"
El Salvador,"2012",Sector Público,Programa de Conectividad de la Infraestructura Vial para el Desarrollo,"7344000.00"
El Salvador,"2012",Sector Público,Programa de Vías Suburbanas y Caminos Rurales,"2500000.00"
El Salvador,"2012",Sector Público,Programa Nacional de Carreteras,"884317.00"
El Salvador,"2012",Sector Público,Proyecto Central Hidroeléctrica El Chaparral,"18498167.01"
El Salvador,"2012",Sector Público,Proyecto de Modernización del Registro Inmobiliario y del Catastro,"2000000.00"
El Salvador,"2013",Sector Público,Expansión de la Central Hidroeléctrica 5 de Noviembre,"20000000.00"
El Salvador,"2013",Sector Público,Línea de Crédito - Comisión Ejecutiva Portuaria Autónoma (CEPA),"10000000.00"
El Salvador,"2013",Sector Público,Línea Global de Crédito - Banco Central de Reserva de la República de El Salvador,"97500000.00"
El Salvador,"2013",Sector Público,Línea Global de Crédito - Banco de Desarrollo de El Salvador (BANDESAL),"48000000.00"
El Salvador,"2013",Sector Público,Línea Global de Crédito - Banco de Fomento Agropecuario (BFA),"593844.00"
El Salvador,"2013",Sector Público,Línea Global de Crédito - Banco Hipotecario de El Salvador  S.A.,"7567977.07"
El Salvador,"2013",Sector Público,Línea Global de Crédito - Fondo Nacional de Vivienda Popular (FONAVIPO),"12479866.00"
El Salvador,"2013",Sector Público,Programa de Apoyo a la Educación y Seguridad Pública Obras Rurales y Mitigación de Riesgos,"49544600.00"
El Salvador,"2013",Sector Público,Programa de Conectividad de la Infraestructura Vial para el Desarrollo,"15164099.02"
El Salvador,"2013",Sector Público,Programa de Vías Suburbanas y Caminos Rurales,"5000000.00"
El Salvador,"2013",Sector Público,Programa Plan de Agricultura Familiar y Emprendedurismo Rural para la Seguridad Alimentaria y Nutricional,"4900000.00"
El Salvador,"2013",Sector Público,Proyecto de Modernización del Registro Inmobiliario y del Catastro,"4400000.00"
El Salvador,"2014",Sector Público,Expansión De La Central Hidroeléctrica 5 De Noviembre,"8500000.00"
El Salvador,"2014",Sector Público,Línea de Crédito - Comisión Ejecutiva Portuaria Autónoma (CEPA),"8000000.00"
El Salvador,"2014",Sector Público,Línea Global de Crédito - Banco Central de Reserva de la República de El Salvador,"95000000.00"
El Salvador,"2014",Sector Público,Línea Global de Crédito - Banco de Desarrollo de El Salvador (BANDESAL),"62927603.38"
El Salvador,"2014",Sector Público,Línea Global de Crédito - Banco de Fomento Agropecuario (BFA),"52200.00"
El Salvador,"2014",Sector Público,Línea Global de Crédito - Banco Hipotecario de El Salvador  S.A.,"29931235.54"
El Salvador,"2014",Sector Público,Programa de Apoyo a la Educación y Seguridad Pública Obras Rurales y Mitigación de Riesgos,"20672100.00"
El Salvador,"2014",Sector Público,Programa De Conectividad De La Infraestructura Vial Para El Desarrollo,"9158000.00"
El Salvador,"2014",Sector Público,Programa Plan de Agricultura Familiar y Emprendedurismo Rural para la Seguridad Alimentaria y Nutricional,"18389145.00"
El Salvador,"2014",Sector Público,Proyecto de Modernización del Registro Inmobiliario y del Catastro,"4000000.00"
El Salvador,"2015",Sector Público,Expansión De La Central Hidroeléctrica 5 De Noviembre,"17500000.00"
El Salvador,"2015",Sector Público,Línea Global de Crédito - Banco Central de Reserva de la República de El Salvador,"37500000.00"
El Salvador,"2015",Sector Público,Línea Global de Crédito - Banco de Desarrollo de El Salvador (BANDESAL),"48004976.21"
El Salvador,"2015",Sector Público,Línea Global de Crédito - Banco Hipotecario de El Salvador  S.A.,"30665676.15"
El Salvador,"2015",Sector Público,Programa de Apoyo a la Educación y Seguridad Pública Obras Rurales y Mitigación de Riesgos,"12692750.00"
El Salvador,"2015",Sector Público,Programa De Conectividad De La Infraestructura Vial Para El Desarrollo,"9264000.00"
El Salvador,"2015",Sector Público,Programa de Fortalecimiento del Sistema Penitenciario en El Salvador,"7416775.79"
El Salvador,"2015",Sector Público,Programa de Vías Suburbanas y Caminos Rurales,"4943069.63"
El Salvador,"2015",Sector Público,Programa Plan de Agricultura Familiar y Emprendedurismo Rural para la Seguridad Alimentaria y Nutricional,"23628433.00"
El Salvador,"2015",Sector Público,Proyecto Central Hidroeléctrica El Chaparral,"22000000.00"
El Salvador,"2015",Sector Público,Proyecto de Apoyo a la Inversión Productiva y Social,"48000000.00"
El Salvador,"2015",Sector Público,Proyecto de Modernización del Registro Inmobiliario y del Catastro,"2000000.00"
El Salvador,"2016",Sector Público,Expansión De La Central Hidroeléctrica 5 De Noviembre,"11500000.00"
El Salvador,"2016",Sector Público,Línea Global de Crédito - Banco Central de Reserva de la República de El Salvador,"112500000.00"
El Salvador,"2016",Sector Público,Línea Global de Crédito - Banco de Desarrollo de El Salvador (BANDESAL),"70098238.00"
El Salvador,"2016",Sector Público,Línea Global de Crédito - Banco de Fomento Agropecuario (BFA),"38600.00"
El Salvador,"2016",Sector Público,Línea Global de Crédito - Banco Hipotecario de El Salvador  S.A.,"20283189.41"
El Salvador,"2016",Sector Público,Programa de Apoyo a la Educación y Seguridad Pública Obras Rurales y Mitigación de Riesgos,"7266630.00"
El Salvador,"2016",Sector Público,Programa De Conectividad De La Infraestructura Vial Para El Desarrollo,"4211000.00"
El Salvador,"2016",Sector Público,Programa de Fortalecimiento del Sistema Penitenciario en El Salvador,"12627359.28"
El Salvador,"2016",Sector Público,Programa Plan de Agricultura Familiar y Emprendedurismo Rural para la Seguridad Alimentaria y Nutricional,"5179996.00"
El Salvador,"2016",Sector Público,Proyecto Central Hidroeléctrica El Chaparral,"46500000.00"
El Salvador,"2016",Sector Público,Proyecto de Apoyo a la Inversión Productiva y Social,"37000000.00"
El Salvador,"2016",Sector Público,Proyecto de Modernización del Registro Inmobiliario y del Catastro,"6200000.00"
El Salvador,"2017",Sector Público,	Proyectos Ampliación de la Carretera al Puerto de La Libertad Tramos II y III y Construcción de los Puentes sobre los Ríos Anguiatú y Paz,"13195844.55"
El Salvador,"2017",Sector Público,Línea Global de Crédito - Banco Central de Reserva de la República de El Salvador,"20000000.00"
El Salvador,"2017",Sector Público,Línea Global de Crédito - Banco de Desarrollo de El Salvador (BANDESAL),"17330000.00"
El Salvador,"2017",Sector Público,Línea Global de Crédito - Banco Hipotecario de El Salvador  S.A.,"10524390.00"
El Salvador,"2017",Sector Público,Línea Global de Crédito - Fondo Social para la Vivienda (FSV),"11500000.00"
El Salvador,"2017",Sector Público,Programa de Apoyo a la Educación y Seguridad Pública Obras Rurales y Mitigación de Riesgos,"6535850.00"
El Salvador,"2017",Sector Público,Programa De Conectividad De La Infraestructura Vial Para El Desarrollo,"785000.00"
El Salvador,"2017",Sector Público,Programa de Fortalecimiento del Sistema Penitenciario en El Salvador,"12800268.67"
El Salvador,"2017",Sector Público,Programa Plan de Agricultura Familiar y Emprendedurismo Rural para la Seguridad Alimentaria y Nutricional,"5037492.00"
El Salvador,"2017",Sector Público,Proyecto Central Hidroeléctrica El Chaparral,"183016756.49"
El Salvador,"2017",Sector Público,Proyecto de Apoyo a la Inversión Productiva y Social,"15000000.00"
El Salvador,"2017",Sector Público,Proyecto de Modernización del Registro Inmobiliario y del Catastro,"2000000.00"
El Salvador,"2018",Sector Público,	Proyectos Ampliación de la Carretera al Puerto de La Libertad Tramos II y III y Construcción de los Puentes sobre los Ríos Anguiatú y Paz,"42357357.50"
