"NUMERO_PRESTAMO","NOMBRE_OPERACION","IDENTIFICADOR_PROCESO","NOMBRE_ADQUISICION","CATEGORIA_PROCESO","NOMBRE_ORGANISMO_EJECUTOR","MONTO_PRESUPUESTADO_PROCESO_ADQUISICION","ESTADO_PROCESO"
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-12994-CF,"Estudios preliminares para el diseño y reconstrucción de obra de drenaje para paso vehicular en el camino código 6-10-039 sobre quebrada Tinaja en la comunidad de San Isidro, Canoas, Corredores",Consultorías Firmas,Comisión Nacional de Prevención de Riesgos y Atención de Desastres (CNE),18487.43,Contrato Terminado
"2233",Programa de Mejora del Acceso y la Calidad Educativa (PROMACE),ARG-MDEDJ-2233-8991-CI,Un Especialistas Contable para la UCGPFE por 38 meses,Consultorías Individuales,Programa de Mejora del Acceso y la Calidad Educativa (PROMACE),33881.32,Previsto
"2289",Fortalecimiento  del  financiamiento  para  el  sector  agropecuario  con enfoque tecnológico y sostenible,DOM-MDA-2289-6809-B,Camionetas para el equipo de técnicos (5 unidades) (Año 2),Bienes,Banco Agrícola de la República Dominicana (BAGRICOLA),252500.00,Previsto
"2237",Programa de Financiamiento a Plan de Control Territorial,SLV-MDOPYDT(-2237-1202-CF,"Contratación de Auditoria Externa al Programa. Costo $18,000.00, con IVA incluido, para 1 año.",Consultorías Firmas,Ministerio de Obras Públicas y de Transporte (MOPT),18000.00,Adjudicado
"2161",Proyecto de Fortalecimiento de las Capacidades de I+D,ARG-2025-2161-12750-CI,Contratacion de Especialista en TIC para la Unidad Ejecutora del programa. 1 consultores con revision ex post. Periodo 2025,Consultorías Individuales,Ministerio de Ciencia y Tecnología e Innovación Productiva (MINCYT),52800.00,Previsto
"2333",HN - Programa de Carreteras Resilientes de Honduras,HND-S-2333-4957-CF,Diseño de Libramiento San Pedro Sula,Consultorías Firmas,Secretaría de Infraestructura y Transporte (SIT),3320541.35,En Curso
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3538-O,"CONSTRUCCION DE VIVIENDAS PARA FAMILIA EN ESTADO CRITICO ¨PEDRO JARQUIN¨ SEGUNDA ETAPA, EN EL MUNICIPIO DE KUKRA HILL. (15 viviendas)",Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),105000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3657-O,Construcción de Viviendas Extrema Pobreza Fase VI en el Municipio de San Dionisio Casco Urbano (20 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),160000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3769-O,Construcción de Viviendas de Extrema Pobreza Fase IX en el Municipio de Sébaco (17 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),136000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3882-O,Construcción de viviendas de Extrema Pobreza Fase XIII en el municipio de León (12 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),102000.00,Previsto
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-15692-O,Construcción del centro educativo Central Rio Claro,Obras,Ministerio de Educación Pública (MEP),0.00,Fracasado
"2101",Proyecto de Desarrollo Agricola bajo Riego,HND-S-2101-7862-CI,Contratacion del Coordinador UTL Comayagua,Consultorías Individuales,Secretaría de Agricultura y Ganadería (SAG),191543.34,Adjudicado
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-19933-B,"Adquisición de material vegetativo para patio saludable (Pipián, Tomate, Chiltoma, Musáceas  (Banano) Rabano, Remolacha, Calala y Granadilla)",Bienes,Ministerio de Hacienda y Crédito Público (MHCP),492300.00,Contrato Terminado
"2236",Proyecto de Mejoramiento y Ampliación de los Sistemas de Agua Potable y Saneamiento en 7 Ciudades,NIC-ENDAYAS(-2236-2518-O,Construcción de Tramos de Colectores Principales Norte y Sur hacia PTAR Nueva de la Ciudad de Chinandega.,Obras,Empresa Nicaragüense de Acueductos y Alcantarillados Sanitarios (ENACAL),2552579.84,Adjudicado
"2181JUDICIAL",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181JUDICIAL-1645-B,"Mobiliario para el Proyecto Construcción Juzgado de Paz, del municipio Concepción Tutuapa, San Marcos",Bienes,Organismo Judicial Guatemala (OJ),13377.41,Adjudicado
"2239",Programa de Mejoramiento Integral de la Infraestructura y Formación Educativa en Honduras,HND-SECCSYLM-2239-572-S,Servicio de Internet Oficina UCP COT-FHIS-25-2023,Servicios,"Secretaría de Estado en los Despachos de Desarrollo Comunitario, Agua y Saneamiento (SEDECOAS)",9181.14,Adjudicado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-12907-O,"Diseño y construcción del Puente doble vía con aceras ambos lados (6-03-003), sobre el Río Veraguas en la comunidad de Térraba del distrito de Pilas",Obras,Comisión Nacional de Prevención de Riesgos y Atención de Desastres (CNE),1546069.02,Adjudicado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-12995-CF,"Estudios técnicos y anteproyecto para el diseño y reconstrucción del
puente vehicular y obras conexas sobre río Pavón, Ciudad Cortés, Osa, ruta 6-05-004",Consultorías Firmas,Comisión Nacional de Prevención de Riesgos y Atención de Desastres (CNE),19223.15,Contrato Terminado
"2233",Programa de Mejora del Acceso y la Calidad Educativa (PROMACE),ARG-MDEDJ-2233-8994-CI,Un Especialista en Planificación Monitoreo y Evaluación para la UCP (42 meses),Consultorías Individuales,Programa de Mejora del Acceso y la Calidad Educativa (PROMACE),35816.19,Adjudicado
"2289",Fortalecimiento  del  financiamiento  para  el  sector  agropecuario  con enfoque tecnológico y sostenible,DOM-MDA-2289-6810-B,Camionetas para el equipo de técnicos (5 unidades) (Año 3),Bienes,Banco Agrícola de la República Dominicana (BAGRICOLA),252500.00,Previsto
"2237",Programa de Financiamiento a Plan de Control Territorial,SLV-MDOPYDT(-2237-1203-CF,"Supervisión del proyecto: “Mejoramiento de Infraestructura y Equipamiento del Instituto Especializado de Nivel Superior Escuela Nacional de Agricultura Roberto Quiñonez (IENS-ENA), Ciudad Arce, La Libertad – PCT II”. Paquete 1",Consultorías Firmas,Ministerio de Obras Públicas y de Transporte (MOPT),443112.31,En Curso
DI-139/2024,HN-Iniciativa PRODES Recuperación de Infraestructura de Salud Pública,HND-2025-DI-139/2024-16401-O,Mejoramiento de la infraestructura de Centros de Salud en Atlantida y Colon,Obras,Unidad Administradora de Fondos de Cooperación Externa (UAFCE),688750.00,En Curso
"2333",HN - Programa de Carreteras Resilientes de Honduras,HND-S-2333-4958-CF,Auditoría Externa (toda la vida del proyecto),Consultorías Firmas,Secretaría de Infraestructura y Transporte (SIT),0.00,Desierto
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3539-O,"Construcción de viviendas de interes social para familias en la condicion de extrema pobreza segundo bloque, en el municipio de Matagalpa. (10 viviendas)",Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),70000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3658-O,Construcción de Viviendas Extrema Pobreza Fase VI en el Municipio de San Dionisio Sector Rural (24 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),192000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3770-O,Construcción de Viviendas de Extrema Pobreza Fase IX en el Municipio de Ciudad Darío Sector I (18 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),144000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3883-O,Construcción de viviendas de Extrema Pobreza Fase XIII en el municipio de Nagarote (12 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),102000.00,Previsto
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-15693-O,"Estudios, diseño y construcción del centro educativo Santa Rosa",Obras,Ministerio de Educación Pública (MEP),0.00,Desierto
"2101",Proyecto de Desarrollo Agricola bajo Riego,HND-S-2101-7863-CI,Contratacion del Coordinador UTL Yoro,Consultorías Individuales,Secretaría de Agricultura y Ganadería (SAG),148847.82,Adjudicado
"2300",Construcción de la Línea 2C del Metro de Santo Domingo,DOM-2025-2300-11974-O,"Media- Baja Tensión en Estaciones, Viaducto y Túnel",Obras,Oficina para el Reordenamiento del Transporte (OPRET),3533000.00,Previsto
"2236",Proyecto de Mejoramiento y Ampliación de los Sistemas de Agua Potable y Saneamiento en 7 Ciudades,NIC-ENDAYAS(-2236-2519-O,"Construcción de Redes del Sistema de Alcantarillado Sanitario para la Ciudad de Chinandega.
Cofinanciado:
BCIE = $12,733,714.63
R. Propios = $1,640,000.00 
Gob. de Nicaragua = $6,265,900.34
Total = $20,639,614.97",Obras,Empresa Nicaragüense de Acueductos y Alcantarillados Sanitarios (ENACAL),12733714.63,Adjudicado
"2181JUDICIAL",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181JUDICIAL-1646-B,"Equipamiento para el Proyecto Construcción Juzgado de Paz, del municipio Ipala, Chiquimula y Construcción Juzgado de Paz, del municipio Casillas, Santa Rosa",Bienes,Organismo Judicial Guatemala (OJ),36759.26,Adjudicado
"2239",Programa de Mejoramiento Integral de la Infraestructura y Formación Educativa en Honduras,HND-SECCSYLM-2239-935-S,Servicio de Renta de Vehículos para la UCP 2024,Servicios,"Secretaría de Estado en los Despachos de Desarrollo Comunitario, Agua y Saneamiento (SEDECOAS)",30000.00,Adjudicado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-12908-O,"Consultoría en diseño, planos constructivos, reconstrucción de centros educativos en área Aserri 3E, partida 2 Escuela Bajos de Praga",Obras,Comisión Nacional de Prevención de Riesgos y Atención de Desastres (CNE),0.00,Fracasado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-12996-CF,"Estudios técnicos y anteproyecto para la
rehabilitación del puente vehicular en camino 6-05-022 sobre río Chocuaco",Consultorías Firmas,Comisión Nacional de Prevención de Riesgos y Atención de Desastres (CNE),19751.36,Contrato Terminado
"2233",Programa de Mejora del Acceso y la Calidad Educativa (PROMACE),ARG-MDEDJ-2233-8995-CI,Un Especialista en Supervisión de Obras UCP (42 meses),Consultorías Individuales,Programa de Mejora del Acceso y la Calidad Educativa (PROMACE),36195.40,Adjudicado
"2289",Fortalecimiento  del  financiamiento  para  el  sector  agropecuario  con enfoque tecnológico y sostenible,DOM-MDA-2289-6811-B,Compra de Toldos para uso de las ferias en las regionales (Año 2),Bienes,Banco Agrícola de la República Dominicana (BAGRICOLA),89400.00,Previsto
"2237",Programa de Financiamiento a Plan de Control Territorial,SLV-MDOPYDT(-2237-1204-CF,"Supervisión de Diseño y Construcción del Proyecto: ""Construcción y equipamiento de Centros Urbanos de Bienestar y Oportunidades (CUBO) en distritos priorizados, a nivel nacional - PCT II"" Paquete 1: 5 CUBOS con obras exteriores.",Consultorías Firmas,Ministerio de Obras Públicas y de Transporte (MOPT),306602.26,Adjudicado
DI-139/2024,HN-Iniciativa PRODES Recuperación de Infraestructura de Salud Pública,HND-2025-DI-139/2024-16402-CF,Auditoria de la Iniciativa PRODES,Consultorías Firmas,Unidad Administradora de Fondos de Cooperación Externa (UAFCE),36250.00,En Curso
"2333",HN - Programa de Carreteras Resilientes de Honduras,HND-S-2333-4959-CF,Agencia de Gestión y Seguimiento (FASE II),Consultorías Firmas,Secretaría de Infraestructura y Transporte (SIT),8751700.00,Previsto
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3540-O,Proyecto Construcción del II Bloque  de Viviendas de Extrema Pobreza Jose Dolores Granados en el municipio de Ciudad Dario. (19 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),133000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3659-O,Construcción de Viviendas Extrema Pobreza Fase VI en el Municipio de Sébaco (22 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),176000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3771-O,Construcción de Viviendas de Extrema Pobreza Fase IX en el Municipio de Ciudad Darío Sector II (22 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),176000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3884-O,Construcción de viviendas de Extrema Pobreza Fase XIII en el municipio de Diriá (13 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),110500.00,Previsto
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-15694-O,"Estudios, diseño y construcción del centro educativo Santa Rosa",Obras,Ministerio de Educación Pública (MEP),550000.00,Previsto
"2101",Proyecto de Desarrollo Agricola bajo Riego,HND-S-2101-7864-CI,Contratacion del Coordinador UTL Programa de Pequeños Riego (PPR),Consultorías Individuales,Secretaría de Agricultura y Ganadería (SAG),194136.87,Adjudicado
"2300",Construcción de la Línea 2C del Metro de Santo Domingo,DOM-2025-2300-11975-B,Material movil,Bienes,Oficina para el Reordenamiento del Transporte (OPRET),60243802.62,Contratado
"2236",Proyecto de Mejoramiento y Ampliación de los Sistemas de Agua Potable y Saneamiento en 7 Ciudades,NIC-ENDAYAS(-2236-2520-O,"Construcción e Implementación de Sistemas de Generación y Suministro de Energía Renovable para la Operación de los Sistemas de ENACAL
Cofinanciado:
BCIE = $15,818,099.45 
Gob. de Nicaragua = $2,566,145.25
Total = $18,384,244.70",Obras,Empresa Nicaragüense de Acueductos y Alcantarillados Sanitarios (ENACAL),14960732.54,Adjudicado
"2181JUDICIAL",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181JUDICIAL-1647-B,"Equipamiento para el Proyecto Construcción Juzgado de Paz, del municipio  San Bartolomé, Quiché; Construcción Juzgado de Paz, del municipio de San Pablo, San Marcos y Construcción Juzgado de Paz, del municipio Concepción Tutuapa, San Marcos",Bienes,Organismo Judicial Guatemala (OJ),45622.95,Adjudicado
"2239",Programa de Mejoramiento Integral de la Infraestructura y Formación Educativa en Honduras,HND-2025-2239-15291-CF,Contrataciòn de 13 Proyectos de Supervisión,Consultorías Firmas,"Secretaría de Estado en los Despachos de Desarrollo Comunitario, Agua y Saneamiento (SEDECOAS)",394260.21,En Curso
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-12909-O,Diseño y construcción de un puente vehicular de dos carriles con paso peatonal adosado sobre el Río Cotón en ruta cantonal 6-08-135,Obras,Comisión Nacional de Prevención de Riesgos y Atención de Desastres (CNE),1439511.00,Adjudicado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-12997-CF,Estudios preliminares para el diseño y construcción de puente sobre el Río Tinoco en camino 6-05-009,Consultorías Firmas,Comisión Nacional de Prevención de Riesgos y Atención de Desastres (CNE),17725.71,Contrato Terminado
"2233",Programa de Mejora del Acceso y la Calidad Educativa (PROMACE),ARG-MDEDJ-2233-8997-CI,Un Especialista en Gestión Socioambiental UCP (48 meses),Consultorías Individuales,Programa de Mejora del Acceso y la Calidad Educativa (PROMACE),42797.47,Adjudicado
"2289",Fortalecimiento  del  financiamiento  para  el  sector  agropecuario  con enfoque tecnológico y sostenible,DOM-MDA-2289-6812-B,Compra de Toldos para uso de las ferias en las regionales (Año 3),Bienes,Banco Agrícola de la República Dominicana (BAGRICOLA),89400.00,Previsto
"2237",Programa de Financiamiento a Plan de Control Territorial,SLV-MDOPYDT(-2237-1205-CF,"Supervisión ded Diseño y Construcción del Proyecto: ""Construcción y equipamiento de Centros Urbanos de Bienestar y Oportunidades (CUBO) en distritos priorizados, a nivel nacional - PCT II"" Paquete 2: 5 CUBOS con obras exteriores.",Consultorías Firmas,Ministerio de Obras Públicas y de Transporte (MOPT),306602.26,Adjudicado
"2333",HN - Programa de Carreteras Resilientes de Honduras,HND-S-2333-9111-CF,Supervisión de construccion de Nuevo Puente Saopin,Consultorías Firmas,Secretaría de Infraestructura y Transporte (SIT),1500000.00,Previsto
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3541-O,"Proyecto de Construcción del primer bloque de viviendas de Extrema Pobreza,  en el municipio de San Miguelito. (75 viviendas)",Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),0.00,Desierto
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3660-O,Construcción de Viviendas Extrema Pobreza Fase VI en el Municipio de Matiguas (10 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),80000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3772-O,Construcción de Viviendas de Extrema Pobreza Fase IX en el Municipio de Villa Sandino (12 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),96000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3885-O,Construcción de viviendas de Extrema Pobreza Fase XIII en el municipio El Rosario (17 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),144500.00,En Curso
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-16718-O,"Estudios,diseño y construcción del centro educativo Nuevo Horizonte",Obras,Ministerio de Educación Pública (MEP),2000000.00,En Curso
"2101",Proyecto de Desarrollo Agricola bajo Riego,HND-S-2101-7865-CI,"Contratacion por continuidad de servicios para los años 2016,2017,2018",Consultorías Individuales,Secretaría de Agricultura y Ganadería (SAG),157558.64,Adjudicado
"2300",Construcción de la Línea 2C del Metro de Santo Domingo,DOM-2025-2300-11976-B,Señalización Ferroviaria,Bienes,Oficina para el Reordenamiento del Transporte (OPRET),21869902.15,Contratado
"2236",Proyecto de Mejoramiento y Ampliación de los Sistemas de Agua Potable y Saneamiento en 7 Ciudades,NIC-ENDAYAS(-2236-2590-O,"Obras de Red Colectora de Alcantarillado Sanitario de la Ciudad de León.
Cofinanciado:
BCIE = $10,441,649.50
R. Propios = $663,434.68
Total = $11,105,084.18",Obras,Empresa Nicaragüense de Acueductos y Alcantarillados Sanitarios (ENACAL),0.00,Desierto
"2181JUDICIAL",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181JUDICIAL-1648-B,"Mobiliario para el Proyecto Construcción Juzgado de Paz del municipio de Lanquín, departamento de Alta Verapaz y Proyecto Construcción Juzgado de Paz, del municipio de San Francisco, departamento de Petén",Bienes,Organismo Judicial Guatemala (OJ),109760.00,Previsto
"2239",Programa de Mejoramiento Integral de la Infraestructura y Formación Educativa en Honduras,HND-2025-2239-15294-CF,Contratación de Firmas Formuladoras de 30 proyectos de Centros Educativos ,Consultorías Firmas,"Secretaría de Estado en los Despachos de Desarrollo Comunitario, Agua y Saneamiento (SEDECOAS)",296000.00,Previsto
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-12910-O,"Diseño y reconstrucción de un puente vehicular de una vía con paso peatonal adosado sobre Río Coto Brus, en el sector de Sansi de Pittier, en la ruta cantonal 6-08-124",Obras,Comisión Nacional de Prevención de Riesgos y Atención de Desastres (CNE),1708129.60,Adjudicado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-12998-CF,"Estudios para el diseño y construcción del puente sobre río Canal B, ruta cantonal 6-05-158",Consultorías Firmas,Comisión Nacional de Prevención de Riesgos y Atención de Desastres (CNE),35000.00,Previsto
"2233",Programa de Mejora del Acceso y la Calidad Educativa (PROMACE),ARG-MDEDJ-2233-8998-CI,Un Analista Contable para la SIE (51 meses),Consultorías Individuales,Programa de Mejora del Acceso y la Calidad Educativa (PROMACE),38692.91,Adjudicado
"2289",Fortalecimiento  del  financiamiento  para  el  sector  agropecuario  con enfoque tecnológico y sostenible,DOM-2025-2289-21765-S,"Contratación de Agencia de Viajes para asistencia a Congresos Internacionales (2 congresos CHOCO SHOW Colombia y Congreso PROHASS Palta Perú, con participación de 35 personas aprox) ",Servicios,Banco Agrícola de la República Dominicana (BAGRICOLA),0.00,Desierto
"2237",Programa de Financiamiento a Plan de Control Territorial,SLV-MDOPYDT(-2237-1207-CF,"Supervisión de Diseño y Construcción del Proyecto: ""Construcción de Parque Metropolitano en barrio San Jacinto, distrito y departamento de San Salvador - PCT II"" Paquete 2",Consultorías Firmas,Ministerio de Obras Públicas y de Transporte (MOPT),578480.00,En Curso
"2333",HN - Programa de Carreteras Resilientes de Honduras,HND-S-2333-4960-CI,Coordinador General de Unidad Ejecutora BCIE,Consultorías Individuales,Secretaría de Infraestructura y Transporte (SIT),180000.00,En Curso
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3542-O,"Proyecto Construcción de I bloque de viviendas de Extrema Pobreza,  en el municipio de Rancho Grande. (21 viviendas)",Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),147000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3661-O,Construcción de Viviendas Extrema Pobreza Fase VI en el Municipio de Juigalpa (24 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),192000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3773-O,Construcción de Viviendas de Extrema Pobreza Fase IX en el Municipio El Coral (20 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),160000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3886-O,Construcción de viviendas de Extrema Pobreza Fase XIII en el municipio de Rivas (13 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),110500.00,Previsto
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-17414-O,"Estudios, diseño y construcción para el Liceo de Esparza",Obras,Ministerio de Educación Pública (MEP),4318505.65,En Curso
"2101",Proyecto de Desarrollo Agricola bajo Riego,HND-S-2101-7866-CI,"Contratacion por continuidad de servicios para los años 2016,2017,2018",Consultorías Individuales,Secretaría de Agricultura y Ganadería (SAG),130345.45,Adjudicado
"2300",Construcción de la Línea 2C del Metro de Santo Domingo,DOM-2025-2300-11977-B,Telecomunicaciones & Control y Venta de Títulos de Transporte (Ticketing),Bienes,Oficina para el Reordenamiento del Transporte (OPRET),35192427.40,Contratado
"2236",Proyecto de Mejoramiento y Ampliación de los Sistemas de Agua Potable y Saneamiento en 7 Ciudades,NIC-ENDAYAS(-2236-2591-O,Construcción de Tramos Colectores Principales hacia PTAR Nueva de la ciudad de León,Obras,Empresa Nicaragüense de Acueductos y Alcantarillados Sanitarios (ENACAL),0.00,Desierto
"2181JUDICIAL",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181JUDICIAL-1649-B,"Equipamiento para el Proyecto Construcción Juzgado de Paz del municipio de Lanquín, departamento de Alta Verapaz y  Proyecto Construcción Juzgado de Paz, del municipio de San Francisco, departamento de Petén",Bienes,Organismo Judicial Guatemala (OJ),38461.54,Previsto
"2239",Programa de Mejoramiento Integral de la Infraestructura y Formación Educativa en Honduras,HND-2025-2239-15297-CF,Contratación de 25 Proyectos de Supervisión,Consultorías Firmas,"Secretaría de Estado en los Despachos de Desarrollo Comunitario, Agua y Saneamiento (SEDECOAS)",2514931.05,Previsto
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-12911-O,"Diseño y reconstrucción de obra de drenaje para paso vehicular en el camino código 6-10-039 sobre quebrada Tinaja en la comunidad de San Isidro, Canoas, Corredores",Obras,Comisión Nacional de Prevención de Riesgos y Atención de Desastres (CNE),686413.55,Adjudicado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-12999-CF,Supervisión externa de obras,Consultorías Firmas,Comisión Nacional de Prevención de Riesgos y Atención de Desastres (CNE),2081891.69,Previsto
"2233",Programa de Mejora del Acceso y la Calidad Educativa (PROMACE),ARG-MDEDJ-2233-8999-CI,Dos Administrativo en Gestión de Expedientes para la SIE (51 meses),Consultorías Individuales,Programa de Mejora del Acceso y la Calidad Educativa (PROMACE),62871.38,Adjudicado
"2289",Fortalecimiento  del  financiamiento  para  el  sector  agropecuario  con enfoque tecnológico y sostenible,DOM-2025-2289-22673-S,"Contratación de servicios para la edición e impresión de material gastable y de apoyo para talleres, cursos y congresos (Año 1)",Servicios,Banco Agrícola de la República Dominicana (BAGRICOLA),10000.00,Previsto
"2237",Programa de Financiamiento a Plan de Control Territorial,SLV-MDOPYDT(-2237-1208-CF,"Supervisión de Diseño y Construcción del Proyecto: ""Construcción de Parque Metropolitano en barrio San Jacinto, distrito y departamento de San Salvador - PCT II"" Paquete 1",Consultorías Firmas,Ministerio de Obras Públicas y de Transporte (MOPT),360000.00,Previsto
"2333",HN - Programa de Carreteras Resilientes de Honduras,HND-S-2333-4961-CI,Subcodinador Técnico de Proyectos,Consultorías Individuales,Secretaría de Infraestructura y Transporte (SIT),19200.00,Contrato Terminado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3543-O,Proyecto Construcción de viviendas de extrema pobreza Nueva Esperanza en el municipio de Muy Muy. (24 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),168000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3662-O,Construcción de Viviendas Extrema Pobreza Fase VI en el Municipio de Juigalpa Zona Rural (24 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),192000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3774-O,Construcción de Viviendas de Extrema Pobreza Fase IX en el Municipio de Juigalpa Sector I (23 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),184000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3887-O,Construcción de viviendas de Extrema Pobreza Fase XIII en el municipio de San Jorge (18 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),153000.00,Previsto
