"NUMERO_PRESTAMO","NOMBRE_OPERACION","IDENTIFICADOR_PROCESO","NOMBRE_ADQUISICION","CATEGORIA_PROCESO","NOMBRE_ORGANISMO_EJECUTOR","MONTO_PRESUPUESTADO_PROCESO_ADQUISICION","ESTADO_PROCESO"
"2332",HN - Programa de Crédito para la Agroindustria y Cajas Rurales,HND-PDLRS-2332-8717-B,"3.22 Implementación se software para la Red Solidaria",Bienes,Programa de la Red Solidaria (PRS),500000.00,Previsto
"2181DEFENSAPP",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181DEFENSAPP-1413-B,"Adquisición de Mobiliarioy Equipo para 7 Oficinas Municipales (Coatepeque, San Marcos, Huehuetenango, Chimaltenango, Jalapa, Coban y Flores)",Bienes,Instituto de la Defensa Pública Penal de Guatemala (IDPP),499141.40,Previsto
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-12586-O,"Estudios, Diseño y Construcción para el Reforzamiento y Rehabilitación de 6 proyectos (puentes, mejoras en vía férrea y obras complementarias) ubicados en el Gran Área Metropolitana. (Lote-3).",Obras,Instituto Costarricense de Ferrocarriles (INCOFER),1066000.00,En Curso
"2261","Ampliación del Sistema de Abastecimiento de Agua Potable en la Ciudad de Gracias, Departamento de Lempira",HND-S-2261-847-CI,Asistente Legal (2do. Proceso),Consultorías Individuales,"Secretaría de Estado en los Despachos de Desarrollo Comunitario, Agua y Saneamiento (SEDECOAS)",70800.00,Adjudicado
"2256",Programa Mi Nueva Escuela ,SLV-MDECYT(-2256-2250-B,Adquisición de 25 Licencias de AUTOCAD LT 2024 o Superior por un Periodo de 3 Años (Renovación Anual) para la UGP en Apoyo a la DIAE del MINEDUCYT. ,Bienes,"Ministerio de Educación, Ciencia y Tecnología (MINEDUCYT)",57985.00,Contratado
"2243",Construcción de Viaducto y Ampliación de Carretera CA01W (Tramo Los Chorros),SLV-M-2243-1163-B,Adquisicion de Equipo y Software para la ejecución de ensayo de refracción sismica.,Bienes,Ministerio de Obras Públicas y de Transporte (MOPT),187000.00,Adjudicado
"2243",Construcción de Viaducto y Ampliación de Carretera CA01W (Tramo Los Chorros),SLV-M-2243-3056-CI,"Servicios de Consultoría Individual: ""Administrador de Proyectos Viales BCIE – 2243 y 2306"" . Sus principales funciones  además de coordinar un equipo de trabajo de 3 profesionales que le darán seguimiento al proyecto, el Administrador tendrá las funciones de: a) Coordinar que se realice la revisión de  toda la documentación que integra las condiciones administrativas y técnicas del contrato, b) Dar coordinar y dar seguimiento a la ejecución de los contratos tanto de construcción como de supervisión de obra, c) Registrar e informar oportunamente al Coordinador de la Unidad Ejecutora, respecto a la aplicación de multas y/o penalidades a contratistas y supervisores, d) Preparar informes Mensuales requeridos por el BCIE referente al avance físico-financiero de los proyectos, etc. ealicen en el marco del contrato de préstamo, etc. Salario mensual por el consultor es de: $7,000.00 por un período de  4 años.",Consultorías Individuales,Ministerio de Obras Públicas y de Transporte (MOPT),336000.00,Contratado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-12567-CF,Contratación de levantamiento topográfico por medio de tecnología LiDAR en la Ruta Nacional No.32 KM 17+335 - KM 39+305,Consultorías Firmas,Consejo Nacional de Vialidad (CONAVI),38000.00,Contratado
"2329",Programa de Apoyo a la Red Hospitalaria de la República de Honduras,HND-2025-2329-20574-B,"Adquisición de Papelería, Materiales e Insumos de Oficina y Tintas para Impresoras UE-PARH",Bienes,Programa de Apoyo a la Red Hospitalaria de la República de Honduras (PARH),25000.00,En Curso
PRE-4/2025,REG-CTNR-FUIC Instrumentos Regionales de Información SG-SICA,SLV-2025-PRE-4/2025-16486-S,"Contratación de servicios de hotel
Noches de alojamiento y paquetes seminario para un (1) taller internacional con personal de instancias regionales (32 personas, 5 noches de alojamiento y 4 días de trabajo)",Servicios,Secretaría General del Sistema de la Integración Centroamericana SG-SICA,28000.00,Previsto
"2240",Programa de Modernización y Desarrollo Institucional para la Protección Ciudadana,SLV-PNC(YMDLDN(-2240-4298-O,Remodelación del Laboratorio Farmaceutico y Almacén de Medicamentos de la Dirección de Suministros Médicos de la Fuerza Armada,Obras,Dirección Nacional de Compras (DINAC),2053016.00,Previsto
"2240",Programa de Modernización y Desarrollo Institucional para la Protección Ciudadana,SLV-PNC(YMDLDN(-2240-4315-CF,Estudio de preinversión para proyecto de remodelación y equipamiento de las Clínicas del Batallón de Sanidad Militar,Consultorías Firmas,Dirección Nacional de Compras (DINAC),98687.00,En Curso
"2230",Programa de Inversión en Infraestructura y Equipamiento Hospitalario,GTM-2025-2230-10473-B,"Adquisición de Mobiliario de Oficina 
20 Sillas ejecutivas UIP, 20 Escritorios, 5 Archivos de 3 gavetas, 10 Armarios para archivo, 20 Archivos de 2 gavetas (robot), 12 Sillas ejecutivas para sala de reuniones y/o  comités de evaluación, 1 Mesas para sala de reuniones, 1 Archivo con caja fuerte, 8 Ventiladores de torre.",Bienes,Ministerio de Salud Pública y Asistencia Social (MSPAS),21750.97,Contrato Terminado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3483-O,"Construcción de Viviendas de Interes Social, para familias en la condicion de EXTREMA POBREZA ¨FRANCISCO JAIME¨, en el municipio de Acoyapa. (28 viviendas)",Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),196000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3597-O,"Construcción de viviendas de extrema pobreza fase IV en el  municipio de Yalaguina, (18 viviendas)",Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),144000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3709-O,Construcción de viviendas de extrema pobreza fase VIII en el municipio de Juigalpa sector I (17 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),136000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3821-O,Construcción de viviendas para familias de extrema pobreza en el municipio de Quilali. (65 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),520000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-8135-O,Construcción de viviendas de extrema pobreza Fase XX en el municipio de El Jícaro (14 Viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),119000.00,Previsto
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3926-CI,Contratación de Analista de Informática - ((1) Analista de informatica por vigencia del programa (4) años),Consultorías Individuales,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),0.00,Desierto
"2273",Programa de Ampliación del Sistema de Transmisión Eléctrica de Nicaragua,NIC-E-2273-8449-B,"Suministro de Bienes y Servicios conexos Subestación Bluefields en 138 kV, ampliación de la Subestación la Esperanza.",Bienes,Empresa Nacional de Transmisión Eléctrica (ENATREL),8843033.00,Adjudicado
"2314",Fortalecimiento Tecnológico del Registro Nacional de las Personas y la Dirección Nacional de Migraciones,ARG-MDI-2314-8399-B,Refuerzo de la infraestructura y ciberseguridad,Bienes,Dirección General de Programas y Proyectos Sectoriales y Especiales (DiGePPSE),1763500.00,En Curso
"2187",Programa de Sostenibilidad del Sector Eléctrico de Nicaragua,NIC-ENDTE(-2187-7040-B,Adquisición de bienes para rehabilitación de redes -fase 3,Bienes,Empresa Nacional de Transmisión Eléctrica (ENATREL),18462402.97,Contratado
"2282",Programa Bono de Alivio a Familias Vulnerables Afectadas por Fenómenos Naturales Producto del Cambio Climático,HND-S-2282-7197-S,Alquiler de Montaje de eventos (16 eventos) (2.8),Servicios,Programa de la Red Solidaria (PRS),51200.00,Previsto
"2141",Programa para la sostenibilidad del sector de agua y saneamiento rural,NIC-2025-2141-14394-O,Construcción de Sistemas de Agua y Saneamiento en la Región II - Grupo 1,Obras,Empresa Nicaragüense de Acueductos y Alcantarillados Sanitarios (ENACAL),833130.00,Adjudicado
"2141",Programa para la sostenibilidad del sector de agua y saneamiento rural,NIC-2025-2141-14447-S,"Diseño, diagramación e impresión de documentos institucionales (Manuales, Materiales Educativos y documentos varios) Año 2019  (se actualiza el monto al ejecutado)",Servicios,Empresa Nicaragüense de Acueductos y Alcantarillados Sanitarios (ENACAL),27665.83,Adjudicado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-15626-O,Construcción del centro educativo Victoriano Mena,Obras,Ministerio de Educación Pública (MEP),0.00,Fracasado
"2280",Programa Fortalecimiento Acciones de Protección Contra la Violencia por Motivos de Género,ARG-2025-2280-12612-O,"Contratacion de los servicios para la Construcción del Centro Territorial Integral de La Plata, de la Pcia. de Buenos Aires",Obras,Ministerio de Justicia de Argentina,1000000.00,Adjudicado
"2101",Proyecto de Desarrollo Agricola bajo Riego,HND-S-2101-7806-O,Remodelación y acondicionamiento de las oficinas sede Comayagua,Obras,Secretaría de Agricultura y Ganadería (SAG),24358.05,Adjudicado
"2101",Proyecto de Desarrollo Agricola bajo Riego,HND-S-2101-7896-CI,Especialista en Credito y Mercado UTL Tegucigalpa (Benjamin Alonzo Robelo) UTL Comayagua (Sandra Ivelis Lopez ),Consultorías Individuales,Secretaría de Agricultura y Ganadería (SAG),52571.91,Adjudicado
"2221",Libramiento Anillo Periférico-Carretera CA-5 Sur,HND-S-2221-1992-CF,Supervisión de la Construcción de la carretera: Libramiento Anillo Periférico - CA-5 Sur,Consultorías Firmas,Secretaría de Infraestructura y Transporte (SIT),1719160.00,Adjudicado
"2181GOBERNACIÓN",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181GOBERNACIÓN-2428-B,"Adquisición de 2,160 unidades vehiculares para la Policía Nacional Civil",Bienes,Ministerio de Gobernación (MINGOB),10376270.00,Adjudicado
"2181GOBERNACIÓN",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181GOBERNACIÓN-2473-CI,Consultor Asistente en Ingeniería Civil,Consultorías Individuales,Ministerio de Gobernación (MINGOB),147368.48,Contrato Terminado
"2147",Programa Integral de Seguridad de Belice (BISP - Belize Integral Security Programme),BLZ-MDFDEEI-2147-8862-O,Construction and Equipment of San Narcisco Police Sub-Station,Obras,Ministry of Economic Development (MED),489975.00,En Curso
"2147",Programa Integral de Seguridad de Belice (BISP - Belize Integral Security Programme),BLZ-MDFDEEI-2147-8919-CI,"The Finance Officer will be responsible for leading the Financial area of the PEU of the BISP and, in doing so, be in charge of all activities to ensure efficient financial management of the Project for US$ 2250/month for 72 months. Ending on May 30, 2026",Consultorías Individuales,Ministry of Economic Development (MED),162000.00,Adjudicado
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-19809-O,Construcción de Infraestructura para peces de agua dulce en San Carlos Río San Juan,Obras,Ministerio de Hacienda y Crédito Público (MHCP),276873.86,Contrato Terminado
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-19839-B,"Adquisición de semillas forestales en KG (Compra de semillas forestales tales como caoba, cedro, teca, mandagual, granadillo, etc, para la producción de plantas forestales y establecimiento de viveros)",Bienes,Ministerio de Hacienda y Crédito Público (MHCP),0.00,Fracasado
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-19940-B,Adquisición de Servidores y RACKS,Bienes,Ministerio de Hacienda y Crédito Público (MHCP),705.56,Contrato Terminado
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-20056-CI,Técnico especialista en Alimentos,Consultorías Individuales,Ministerio de Hacienda y Crédito Público (MHCP),0.00,Desierto
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-20127-CI,Especialista en Administración Registro y Control de Activos,Consultorías Individuales,Ministerio de Hacienda y Crédito Público (MHCP),0.00,Desierto
"2194",Rehabilitación de la Pista Juan Pablo II y Construcción de Pasos a Desnivel,NIC-2025-2194-14028-O,"REHABILITACIÓN DE PISTA JUAN PABLO II Y CONSTRUCCIÓN DE PASOS A DESNIVEL, TRAMO II",Obras,Unidad de Implementación de Proyectos de la Alcaldía de Managua(UIP-ALMA ),50601169.34,En Curso
"2050C",Ampliación del Programa PNESER Tramo C,NIC-E-2050C-5833-B,Adquisición de Materiales para la Construcción de Redes de Distribución de Media y Baja tensión. Con esta contratación se pretenden adquirir los materiales y equipos de medicion de energia electrica para construcción de redes de distribución en comunidades rurales.,Bienes,Empresa Nacional de Transmisión Eléctrica (ENATREL),21846480.94,Previsto
"2248-TB",Programa para la Reactivación Económica a través de la MIPYME en la Crisis y Post Crisis COVID-19 en HND,HND-B-2248-TB-7261-CI,"4.1 Enlace técnico operativo de la operación (2029)",Consultorías Individuales,Programa de la Red Solidaria (PRS),19600.00,En Curso
"2337",Programa Surf City - Fase I,SLV-2025-2337-12839-CF,"Supervisión  ""Ampliación de carretera CA02W, desde playa El Obispo hasta Playa El Zonte, sobre Vía Turística Costera Surf City (Fase I),Tramo II, estaciones: 3+332.03 - 12+000 departamento de La Libertad""",Consultorías Firmas,Ministerio de Obras Públicas y de Transporte (MOPT),1896110.52,En Curso
"2220",Proyecto de Abastecimiento de Agua para la Cuenca Media del Río Tempisque y Comunidades Costeras PAACUME,CRI-2025-2220-19752-S,Plan Gestión Ambiental,Servicios,"Servicio Nacional de Aguas Subterráneas, Riego y Avenamiento ( Senara)",11882180.24,Previsto
"2318",Financiamiento Obras Complementarias de la Presa Multipropósito Montegrande  ,DOM-2025-2318-16450-CF,Consultoría de los Estudios de las Presas de Nizaito,Consultorías Firmas,Instituto Nacional de Recursos Hídraulicos (INDRHI),1822569.01,En Curso
"2301",Inversión Social en Seguridad Ciudadana,ARG-2025-2301-20420-CF,Supervisión de las Obras: Servicio Penitenciario Pcia. De Resistencia - Nuevo Predio Instituto de Formación Superior Resistencia,Consultorías Firmas,Entidad de Enlace del Ministerio de Hacienda y Finanzas de la Provincia de Chaco,190000.00,Previsto
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-2025-2245-14892-B,Adquisición vehiculos automotores (1 microbus y 2 vehículos  4x4),Bienes,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),130000.00,Contratado
"2181JUDICIAL",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181JUDICIAL-1605-O,"Construcción Bodega y Oficinas Administrativas en Fraijanes, Guatemala.",Obras,Organismo Judicial Guatemala (OJ),544559.78,Adjudicado
"2318",Financiamiento Obras Complementarias de la Presa Multipropósito Montegrande  ,DOM-2025-2318-12031-S,Compra de seguros para vehiculos,Servicios,Instituto Nacional de Recursos Hídraulicos (INDRHI),14400.00,Previsto
"2145",Reemplazo del Hospital Regional Nuevo Amanecer RAAN- Bilwi,NIC-2025-2145-15135-O,Construcción y Equipamiento del Hospital Regional Nuevo Amanecer de la Región Autónoma Costa Caribe Norte,Obras,Ministerio de Salud (MINSA),44280873.00,Adjudicado
"2239",Programa de Mejoramiento Integral de la Infraestructura y Formación Educativa en Honduras,HND-SECCSYLM-2239-5495-CI,Un (1) Técnico de Costos y Presupuesto (nuevo),Consultorías Individuales,"Secretaría de Estado en los Despachos de Desarrollo Comunitario, Agua y Saneamiento (SEDECOAS)",25500.00,Adjudicado
"2332",HN - Programa de Crédito para la Agroindustria y Cajas Rurales,HND-PDLRS-2332-8718-B,"3.18 Insumos de Oficina",Bienes,Programa de la Red Solidaria (PRS),24860.00,Previsto
"2181DEFENSAPP",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181DEFENSAPP-1414-B,"Adquisición de Vehículos,  4 Vehiculos para uso de la Unidad Ejecutora",Bienes,Instituto de la Defensa Pública Penal de Guatemala (IDPP),0.00,Fracasado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-12587-O,"Estudios, Diseño y Construcción para el Reforzamiento y Rehabilitación de 4 proyectos (puentes, mejoras en vía férrea y obras complementarias) ubicados en el Gran Área Metropolitana. (Lote-4).",Obras,Instituto Costarricense de Ferrocarriles (INCOFER),0.00,Fracasado
"2261","Ampliación del Sistema de Abastecimiento de Agua Potable en la Ciudad de Gracias, Departamento de Lempira",HND-2025-2261-23937-CI,Asistente Administrativo 2do Proceso,Consultorías Individuales,"Secretaría de Estado en los Despachos de Desarrollo Comunitario, Agua y Saneamiento (SEDECOAS)",18000.00,Previsto
"2256",Programa Mi Nueva Escuela ,SLV-MDECYT(-2256-7166-B,Adquisición de Mobiliario de Oficina para la Unidad Gestora de Proyectos (UGP) para el Fortalecimiento de la Dirección de Infraestructura y Ambientes Educativos (DIAE),Bienes,"Ministerio de Educación, Ciencia y Tecnología (MINEDUCYT)",30000.00,Contratado
"2243",Construcción de Viaducto y Ampliación de Carretera CA01W (Tramo Los Chorros),SLV-M-2243-1164-B,Adquisicion de software especializado en el area de Geotecnia,Bienes,Ministerio de Obras Públicas y de Transporte (MOPT),0.00,Fracasado
"2243",Construcción de Viaducto y Ampliación de Carretera CA01W (Tramo Los Chorros),SLV-M-2243-3963-CI,"Servicios de Consultoría Individual: ""Técnico de Aseguramiento de la Calidad BCIE – 2243 y 2306"". Sus principales funciones serán: 1. Realizar inspecciones técnicas en el proyecto, con el objeto de evaluar procesos constructivos, calidad de materiales utilizados, auditoria de ensayos de campo y laboratorio, revisión de documentos de Control de Calidad y Aseguramiento de Calidad elaborados por el Contratista y Supervisor respectivamente, entre otros. 2. Apoyar en verificaciones de los laboratorios (de campo y central) de materiales del supervisor y contratista del proyecto. 3. Realizar/Apoyar en inspecciones técnicas a las plantas de producción de concreto hidráulico y asfáltico de los proyectos. En esta actividad se evaluarán los procesos de producción, control de calidad desarrollado en las plantas, verificación de la calidad de los insumos y producto final, entre otros. 4. Apoyar en inspecciones técnicas a canteras que suministran materiales pétreos para la fabricación del concreto hidráulico y asfáltico utilizado en la ejecución de los proyectos. 5. Participar en reuniones técnicas y de seguimiento del proyecto, cuando sea requerido. 6. Elaboración de reportes de campo de inspecciones técnicas (diarios). 7. Elaboración de informes técnicos, cuando sea requerido, etc. Salario mensual es de: $2,300.00, por un período de 3.5 años.",Consultorías Individuales,Ministerio de Obras Públicas y de Transporte (MOPT),96600.00,Contratado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-12568-CF,"Contratación de estudios geotécnicos, geológicos e hidrológicos, diseño de obras de drenaje, análisis de estabilidad de taludes y análisis de riesgo por deslizamiento en la Ruta Nacional No.32 [KM 16+400 y KM 40+000] en el Parque Nacional Braulio Carrillo.",Consultorías Firmas,Consejo Nacional de Vialidad (CONAVI),542236.66,Adjudicado
"2329",Programa de Apoyo a la Red Hospitalaria de la República de Honduras,HND-2025-2329-20625-B,Adquisición de Credenzas de Oficina para la UE-PARH,Bienes,Programa de Apoyo a la Red Hospitalaria de la República de Honduras (PARH),7000.00,Adjudicado
PRE-4/2025,REG-CTNR-FUIC Instrumentos Regionales de Información SG-SICA,SLV-2025-PRE-4/2025-16487-S,"Contratación de servicios de transporte
Servicios de transporte desde aeropuerto/ciudad hacia hotel y viceversa para un (1) taller internacional con personal de instancias regionales (32 personas)",Servicios,Secretaría General del Sistema de la Integración Centroamericana SG-SICA,1600.00,Previsto
"2240",Programa de Modernización y Desarrollo Institucional para la Protección Ciudadana,SLV-PNC(YMDLDN(-2240-4299-O,Construcción de Centros de Atención Ciudadana para la Policía Nacional Civil,Obras,Dirección Nacional de Compras (DINAC),23924731.00,Previsto
"2240",Programa de Modernización y Desarrollo Institucional para la Protección Ciudadana,SLV-PNC(YMDLDN(-2240-4316-CF,"Supervisión externa para la ejecución de los proyectos ejecutarse en las instalaciones del Hospital Militar Central, Hospital Militar Regional y Clínicas del Batallón de Sanidad Militar",Consultorías Firmas,Dirección Nacional de Compras (DINAC),1487832.00,Previsto
"2230",Programa de Inversión en Infraestructura y Equipamiento Hospitalario,GTM-2025-2230-10474-B,"Adquisición de Equipos Varios: Lote 1: Compra de equipo de cómputo para uso del personal de la -UEPPS-, así como para la Unidad Implementadora de Programa, con base a la estructura organizacional detallada en el Manual Operativo del Programa. 25 Computadoras tipo laptop, sistema operativo windows 10 PRO, (64 bits), procesador intel core i7 de octava generación, 16 GB DDR 4 mínimo de memoria RAM, disco de estado sólido de 256 gb. mínimo, pantalla de 15 pulgadas, touchscreen, wifi, bluetooth, web cam de alta definición, puertos externos, 2x usb 3.1., 1 x usb 2.0, 1 x usb type C. 1 HDMI, 1 x 3.55mm Audio Jack, licenciamiento windows y office, 12 meses de garantía, maletín protector para portación, tarjeta de video y gráficos.",Bienes,Ministerio de Salud Pública y Asistencia Social (MSPAS),0.00,Desierto
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3484-O,"Construcción de Viviendas de Interes Social, para familias en la condicion de Extrema Pobreza ¨Construcción de viviendas con INVUR¨, en el municipio de San Lucas. (22 viviendas)",Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),154000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3598-O,"Construcción de viviendas de extrema pobreza fase IV en el  municipio de San Isidro, (12 viviendas)",Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),96000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3710-O,Construcción de viviendas de extrema pobreza fase VIII en el municipio de Comalapa (15 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),120000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3822-O,Construcción de viviendas de extrema pobreza en el municipio de San Carlos.  (108 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),400000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-8136-O,Construcción de viviendas de extrema pobreza Fase XX en el municipio de San Dionisio (12 Viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),102000.00,Previsto
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3927-CI,Contratación de Analista de Adquisiciones - ((1) Analista de Adquisiones por vigencia de (4) años),Consultorías Individuales,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),48000.00,Adjudicado
"2273",Programa de Ampliación del Sistema de Transmisión Eléctrica de Nicaragua,NIC-E-2273-8450-B,Suministro de Bienes y Servicios conexos  Línea de Transmisión La Esperanza-Bluefields en 138 kV.,Bienes,Empresa Nacional de Transmisión Eléctrica (ENATREL),13180203.00,Adjudicado
"2314",Fortalecimiento Tecnológico del Registro Nacional de las Personas y la Dirección Nacional de Migraciones,ARG-MDI-2314-8400-B,Kiosco de Autogestión de Control,Bienes,Dirección General de Programas y Proyectos Sectoriales y Especiales (DiGePPSE),4580375.00,Adjudicado
"2187",Programa de Sostenibilidad del Sector Eléctrico de Nicaragua,NIC-ENDTE(-2187-7041-B,"Diseño, Adquisición de Bienes y Servicios Conexos para la conexión de circuitos de distribución en Subestaciones.",Bienes,Empresa Nacional de Transmisión Eléctrica (ENATREL),1998646.58,Adjudicado
"2282",Programa Bono de Alivio a Familias Vulnerables Afectadas por Fenómenos Naturales Producto del Cambio Climático,HND-S-2282-7199-CI,Oficial Administrativo (2.10),Consultorías Individuales,Programa de la Red Solidaria (PRS),39200.00,Previsto
"2141",Programa para la sostenibilidad del sector de agua y saneamiento rural,NIC-2025-2141-14395-O,Construcción de Sistemas de Agua y Saneamiento en la Región II - Grupo 2,Obras,Empresa Nicaragüense de Acueductos y Alcantarillados Sanitarios (ENACAL),183150.00,Adjudicado
"2141",Programa para la sostenibilidad del sector de agua y saneamiento rural,NIC-2025-2141-14448-S,"Diseño, diagramación e impresión de documentos institucionales (Manuales, Materiales Educativos y documentos varios) Año 2020   (se actualiza el monto al ejecutado)",Servicios,Empresa Nicaragüense de Acueductos y Alcantarillados Sanitarios (ENACAL),10982.16,Adjudicado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-15628-O,"Estudios, diseño y construcción del centro educativo El Coco",Obras,Ministerio de Educación Pública (MEP),0.00,Fracasado
"2280",Programa Fortalecimiento Acciones de Protección Contra la Violencia por Motivos de Género,ARG-2025-2280-12613-O,"Contratacion de los servicios para la Construcción del Centro Territorial Integral de San Fernando del Valle de Catamarca, Pcia. Catamarca",Obras,Ministerio de Justicia de Argentina,0.00,Fracasado
"2101",Proyecto de Desarrollo Agricola bajo Riego,HND-S-2101-7807-O,Remodelación y acondicionamiento de las oficinas sede Tegucigalpa,Obras,Secretaría de Agricultura y Ganadería (SAG),29635.66,Adjudicado
"2101",Proyecto de Desarrollo Agricola bajo Riego,HND-S-2101-7897-CI,Especialista en Administración ( Mirian Magdalena Urbina ),Consultorías Individuales,Secretaría de Agricultura y Ganadería (SAG),43200.00,Adjudicado
"2221",Libramiento Anillo Periférico-Carretera CA-5 Sur,HND-2025-2221-14230-CI,Especialista Social,Consultorías Individuales,Secretaría de Infraestructura y Transporte (SIT),28500.00,Adjudicado
"2181GOBERNACIÓN",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181GOBERNACIÓN-2429-B,Adquisición de Equipo Tecnológico para sedes policiales incluido en el Sistema de Telecomunicaciones de la PNC,Bienes,Ministerio de Gobernación (MINGOB),0.00,Fracasado
"2181GOBERNACIÓN",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181GOBERNACIÓN-2475-CI,Consultor Asistente de Archivo y Catalogación,Consultorías Individuales,Ministerio de Gobernación (MINGOB),54736.76,Contrato Terminado
"2147",Programa Integral de Seguridad de Belice (BISP - Belize Integral Security Programme),BLZ-MDFDEEI-2147-8863-O,Construction and Equipment of Caye Caulker Police Sub-Station,Obras,Ministry of Economic Development (MED),640537.50,En Curso
"2147",Programa Integral de Seguridad de Belice (BISP - Belize Integral Security Programme),BLZ-MDFDEEI-2147-8920-CI,"The Administrative Assistant (AA) will be responsible to carry out administrative, financial and logistic support activities ( Tenesha US$25,800) + US$1500/month for 24 months",Consultorías Individuales,Ministry of Economic Development (MED),61800.00,Adjudicado
